SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
30103101920,40,2442,1024,650,3250,0.8,3150,3.5
30103101921,36,2167,1197,530,3089,0.8,2916,3.2
30103101922,36,1803,1122,440,2359,0.8,1963,2.6
30103101923,36,2400,1263,525,3018,0.8,3031,3.1
30103101924,36,2600,1382,715,3897,0.8,3891,3.5
30103101925,39,2817,1419,696,3708,0.8,3597,3.2
30103102001,39,2079,1042,410,2519,0.8,2239,2.7
30103102002,48,2600,1153,560,3333,0.7,2794,2.8
30103102003,45,2817,914,460,3143,0.8,2071,2.7
30103102004,44,2500,929,385,3125,0.8,2238,2.5
30103102007,32,2200,804,358,2187,0.9,1562,2.8
30103102008,38,2154,964,440,2444,0.8,1991,2.6
30103102009,39,2300,1019,450,2387,0.8,2229,2.7
30103102011,46,1600,711,360,1792,0.8,1279,1.9
30103102012,42,2184,929,425,2535,0.8,2016,2.6
30103102013,43,2561,866,390,2583,0.8,2204,2.7
30103102014,37,2173,864,375,2285,0.8,1731,2.5
30103102015,40,2167,1075,388,2874,0.8,2421,2.7
30103102016,36,2160,995,440,2519,0.8,2105,2.7
30103102017,37,2000,859,428,2229,0.8,2056,2.7
30103102018,49,2184,919,289,2208,0.8,1348,2
30103102019,49,2383,938,430,2729,0.8,1875,2.4
30103102020,44,2210,954,390,2729,0.8,2017,2.6
30103102021,35,2000,1014,445,2562,0.8,2190,2.8
30103102023,37,2167,1015,438,2726,0.8,2455,2.7
30103102024,39,1832,750,320,2013,0.8,1652,2.6
30103102025,54,2330,846,425,2777,0.8,2611,2.8
30103102026,43,2500,1075,595,2437,0.7,2365,2.8
30103102027,43,2513,1053,414,3017,0.8,2910,3
30103102028,46,2400,1075,440,2874,0.8,2521,2.7
30103102029,14,0,575,200,575,3,575,3
30103102030,42,2134,746,370,2116,0.8,1687,2.5
30103102031,53,1950,769,383,1978,0.8,1180,1.7
30103102032,32,2450,1062,470,2384,0.8,2083,2.8
30103102033,41,1530,921,410,1687,0.8,1352,1.7
30103102034,50,1637,675,340,1476,0.8,1109,1.9
30103102035,37,2162,934,450,2583,0.9,2250,2.9
30103102036,53,2200,826,345,2250,0.8,1298,2
30103102037,49,1729,679,272,2042,0.9,846,1.6
30103102038,55,2167,766,375,1987,0.8,1221,1.8
30103102101,39,2133,828,418,2338,0.8,1985,2.6
30103102102,41,2000,917,450,2383,0.7,2017,2.5
30103102103,39,2000,888,420,2180,0.8,1955,2.9
30103102104,45,1950,766,473,2250,0.7,1937,2.7
30103102105,49,1885,914,420,2522,0.7,2250,2.6
30103102106,35,1372,907,410,1797,0.8,1555,2.4
30103102107,49,1727,770,420,1916,0.7,1480,2.3
30103102108,37,1889,813,420,2140,0.8,1887,2.7
30103102109,37,1746,828,430,1985,0.7,1597,2.5
30103102110,35,1800,700,300,1930,0.8,1761,2.7
30103102111,58,1805,754,395,2083,0.8,1511,2.4
30103102112,44,867,900,405,1749,1.5,2250,2.8
30103102113,30,1950,547,159,1275,0.9,1201,2.6
30103102114,37,1816,912,450,2183,0.8,1924,2.8
30103102115,38,2210,892,450,2263,0.8,2125,2.8
30103102116,33,2090,1013,450,2369,0.9,2324,2.9
30103102117,39,2000,805,480,2269,0.8,2267,2.9
30103102118,36,1850,968,440,2187,0.8,2015,2.8
30103102119,35,2029,1003,460,2094,0.8,1958,2.9
30103102120,47,1750,625,413,2041,0.9,809,1.9
30103102121,38,1517,885,405,1954,0.8,1542,2.1
30103102122,65,758,459,208,612,1,489,1.3
30103102124,34,2000,992,435,2326,0.8,2148,2.7
30103102125,35,1842,1003,453,2261,0.8,2130,2.7
30103102126,36,1820,1043,470,2455,0.8,2329,2.8
30103102127,38,2275,930,520,2847,0.8,2735,3.2
30103102128,39,2002,763,415,2150,0.8,1850,2.6
30103102129,35,1885,916,448,2077,0.8,1921,2.6
30103102130,41,2167,717,433,2469,0.8,2234,2.8
30103102131,41,2000,1017,380,2666,0.8,2428,2.7
30103102132,39,2000,903,350,2480,0.8,2017,2.6
30103102133,40,1890,842,410,1983,0.8,1800,2.5
30103102134,38,2145,852,480,2150,0.8,2178,2.9
30103102135,39,1741,778,410,1768,0.8,1461,2.5
30103102136,38,1247,881,365,1312,0.8,1214,2.2
30103102137,34,2515,1191,580,3040,0.8,2883,3
30103102138,34,1950,971,510,2312,0.7,2083,2.9
30103102139,39,2167,771,360,1875,0.8,1552,2.5
30103102140,45,1778,802,420,2055,0.7,1578,2.3
30201102201,33,0,1375,0,2625,1.8,2250,3.7
30201102202,0,0,0,0,0,0,0,0
30201102205,37,1900,909,375,2291,0.8,2031,2.6
30201102206,37,1717,828,363,2172,0.8,1937,2.8
30201102207,35,1767,974,450,2374,0.8,2250,2.9
30201102208,35,1609,878,395,2211,0.8,1604,2.7
30201102209,38,1517,855,370,2140,0.8,1937,2.6
30201102210,38,1767,854,395,2285,0.8,1985,2.8
30201102212,37,1530,883,400,2166,0.7,1833,2.5
30201102213,40,1733,775,400,2058,0.8,2088,2.7
30201102214,42,1800,739,400,2083,0.8,1770,2.6
30201102215,38,1733,823,385,2009,0.8,1798,2.7
30201102217,36,1733,833,375,2096,0.7,1803,2.6
30201102219,40,2767,1124,0,2250,1,3749,3
30201102220,0,0,0,0,0,0,0,0
30201102221,40,1733,871,400,2060,0.8,2008,2.9
30201102222,30,1985,1007,385,2299,0.8,2159,3
30201102223,36,1820,848,393,2140,0.8,1843,2.6
30201102224,32,1810,995,455,2295,0.8,2214,3.1
30201102225,34,2167,1004,535,2703,0.8,2781,3.4
30201102226,39,1733,838,390,2133,0.7,1952,2.8
30201102227,38,2167,1185,543,3315,0.8,3279,3.5
30201102228,33,1533,657,343,1562,0.8,1345,2.6
30201102229,35,1733,843,383,2065,0.8,1837,2.7
30201102230,38,1600,762,395,1937,0.7,1713,2.7
30201102301,38,1837,843,470,2178,0.8,2141,2.9
30201102302,47,1845,1005,393,2531,0.6,2250,2.5
30201102303,47,2342,1010,630,2905,0.7,2594,2.8
30201102304,47,2167,960,520,2666,0.7,2449,2.8
30201102305,45,2496,1076,825,3424,0.7,3227,3
30201102306,44,2500,909,740,3821,0.7,3791,3.3
30201102307,44,2548,1125,750,3312,0.7,3340,3.2
30201102308,42,2600,1120,600,3343,0.7,3326,3.3
30201102309,48,3250,1197,605,3888,0.7,3971,3.1
30201102310,43,2000,900,380,2316,0.7,2132,2.7
30201102311,42,2451,1121,625,3139,0.8,3166,3.2
30201102312,41,2383,1222,850,3856,0.7,3678,3.2
30201102314,48,1985,833,454,2437,0.7,2266,2.7
30201102315,37,2817,1128,740,3374,0.7,3511,3.3
30201102317,80,1248,557,405,1292,0.7,707,1.6
30201102318,47,2102,805,440,2678,0.7,2432,2.8
30201102320,36,2974,1273,700,4299,0.8,4125,3.3
30201102321,34,2605,1375,555,3234,0.8,3203,3.1
30201102322,35,2559,1162,585,3326,0.8,3322,3.2
30201102323,33,2496,1194,575,2856,0.8,2852,3.2
30201102324,37,2577,1294,580,3159,0.7,3102,3.1
30201102325,38,2947,1159,695,3452,0.7,3396,3.2
30201102326,38,1441,927,400,1699,0.6,1488,2
30201102327,29,1956,1308,472,2365,0.6,1968,2
30201102328,38,2768,1008,655,3562,0.7,3299,3
30201102401,43,1746,816,425,2312,0.7,1990,2.5
30201102406,43,2080,783,450,2156,0.8,2071,3.1
30201102407,42,2167,959,533,2625,0.7,2113,2.7
30201102409,46,1450,704,395,2033,0.7,1333,2.2
30201102410,86,557,490,122,949,0.7,588,1.2
30201102411,48,2000,920,500,2314,0.7,2190,2.7
30201102412,47,1724,712,395,1924,0.7,1491,2.2
30201102413,43,2181,913,480,2154,0.7,1949,2.6
30201102414,51,2200,761,455,2353,0.7,2050,2.7
30201102415,46,1990,779,555,2096,0.6,1946,2.6
30201102416,0,0,0,0,0,0,0,0
30201102417,47,2173,792,603,2483,0.7,2333,2.8
30201102418,44,2055,890,416,2575,0.7,2047,2.4
30201102419,41,2060,1043,480,2718,0.7,2520,2.9
30201102420,35,2093,1129,500,2604,0.8,2487,3.1
30201102422,60,2128,476,503,2194,0.7,2208,2.9
30201102424,46,2232,949,513,2617,0.7,2466,2.7
30201102425,34,2383,1018,540,2839,0.9,2908,3.6
30201102426,32,1950,912,448,2220,0.7,2250,3.1
30201102427,31,1806,1013,400,2190,0.8,2163,3
30201102428,32,2500,1188,500,2714,0.7,2481,2.7
30201102429,31,1593,1049,400,2215,0.7,2073,2.5
30201102430,47,1902,646,375,1968,0.8,771,1.9
30201102431,47,1828,817,453,2023,0.6,1357,2.2
30201102432,29,1625,1180,408,2413,0.7,2325,2.7
30201102501,41,2386,1084,490,2954,0.8,2681,2.9
30201102502,39,2119,938,530,2697,0.8,2515,2.9
30201102503,34,2058,1131,420,2774,0.8,2414,2.5
30201102504,34,2167,1133,435,2521,0.9,2445,2.9
30201102505,32,1863,1208,530,2663,0.7,2349,2.4
30201102506,33,2067,1195,400,2634,0.8,2345,2.5
30201102507,34,1602,1050,380,2075,0.8,1487,1.8
30201102508,32,1674,1010,375,2325,0.8,1642,2.1
30201102509,33,1700,885,320,1875,0.8,1281,1.8
30201102510,39,1733,927,390,2416,0.8,1985,2.3
30201102511,41,1378,896,368,2071,0.7,1425,2.1
30201102512,36,1778,996,400,2281,0.8,2007,2.4
30201102513,37,2167,956,465,2730,0.8,2437,2.8
30201102514,40,2100,909,518,2352,0.8,2216,2.8
30201102515,37,2122,1156,465,2687,0.8,2289,2.7
30201102516,35,2030,923,450,2349,0.7,2013,2.4
30201102517,37,2189,918,450,2718,0.7,2211,2.8
30201102518,30,1930,1157,490,2628,0.7,2260,2.4
30201102519,40,1950,976,423,2399,0.7,2182,2.6
30201102601,35,1683,1103,480,2265,0.8,2055,2.8
30201102602,41,2383,1006,525,3194,0.7,2874,2.9
30201102603,41,2336,1152,565,3399,0.7,3528,3.2
30201102604,39,2440,1036,510,3187,0.7,3021,3
30201102605,39,2058,1071,500,2632,0.8,2457,2.8
30201102606,35,1733,1081,430,2339,0.8,2135,2.6
30201102607,35,2205,1134,338,2785,0.8,2643,3.1
30201102608,40,2055,1111,528,2860,0.8,2612,2.9
30201102609,48,2000,1053,473,2888,0.7,2555,2.6
30201102610,42,2167,1187,568,3023,0.8,2750,3
30201102611,44,2102,884,513,2687,0.7,2594,2.9
30201102612,36,1849,1094,420,2457,0.8,2232,2.5
30201102613,39,2167,1026,500,2852,0.8,2410,2.9
30201102614,33,2340,1101,263,2491,0.8,2349,2.8
30201102615,47,2287,911,495,2519,0.7,2166,2.6
30201102616,36,2167,991,533,2570,0.7,2457,2.9
30201102617,42,2277,731,510,2476,0.7,2267,3
30201102618,43,2272,1040,575,3518,0.7,3083,2.8
30202102701,46,2496,1098,615,3568,0.7,3441,3
30202102702,62,1560,705,375,1805,0.7,1008,1.8
30202102704,45,2346,1113,587,3083,0.7,2687,2.7
30202102705,42,2125,938,530,2273,0.7,2250,2.8
30202102706,44,1857,764,350,2139,0.8,1430,2.3
30202102708,56,1517,660,390,1307,0.7,1012,1.8
30202102709,35,1924,1003,455,2419,0.8,2320,2.8
30202102710,34,1950,991,420,2666,0.8,2515,2.8
30202102711,38,2000,850,455,2077,0.8,1865,2.7
30202102712,37,2106,984,410,2285,0.8,1921,2.6
30202102713,36,1934,850,440,2365,0.8,2192,2.9
30202102714,41,2167,932,475,2596,0.8,2269,2.7
30202102715,46,2550,1057,620,3166,0.7,2928,2.9
30202102716,43,2400,850,500,2687,0.8,2678,3
30202102717,39,2000,783,455,2202,0.8,2096,2.9
30202102718,43,2300,868,450,2337,0.8,2170,2.7
30202102720,65,0,250,0,0,0,250,0
30202102721,34,2167,992,400,2521,0.8,2416,3
30202102722,41,1904,792,500,2299,0.7,2132,2.8
30202102723,42,2134,811,435,2125,0.7,2079,2.7
30202102724,40,2333,1084,470,2487,0.8,2363,2.8
30202102725,44,2167,1103,440,2405,0.7,2154,2.6
30202102726,33,2167,962,440,2791,0.8,2536,2.9
30202102727,32,2058,1035,460,2402,0.8,2296,2.8
30202102728,38,2168,978,500,2646,0.7,2250,2.8
30202102729,39,2184,856,430,2455,0.7,2042,2.6
30202102730,39,2044,818,505,2454,0.8,2316,3
30202102731,46,1855,894,575,2974,0.7,2416,2.8
30202102732,47,2600,884,673,3071,0.7,2666,2.9
30202102733,39,1733,1075,400,2402,0.7,1982,2.2
30202102734,39,1577,956,415,2062,0.7,1759,2.3
30202102735,55,2167,991,595,2750,0.7,2295,2.6
30202102736,0,0,0,0,0,0,0,0
30202102737,82,505,468,112,780,0.9,498,1.1
30202102738,75,1350,555,453,1187,0.7,794,1.5
30202102739,53,1430,725,390,1892,0.6,1192,1.8
30202102740,56,893,550,253,1228,1.1,598,1.3
30202102802,84,557,527,137,1077,0.7,732,1.3
30202102803,40,1632,967,410,2259,0.7,1819,2.2
30202102804,34,1842,633,418,2115,0.8,2016,2.9
30202102806,32,2050,758,378,2062,0.8,1553,2.5
30202102807,34,1400,842,340,1828,0.9,1266,1.7
30202102808,34,1300,934,350,1638,0.8,1434,1.9
30202102809,32,1900,789,375,1733,0.8,1398,2.2
30202102810,34,1517,821,360,1702,0.9,1303,1.8
30202102811,33,1625,957,395,2080,0.9,1567,1.8
30202102812,67,0,569,0,0,0,0,0
30202102814,39,2095,721,260,1850,0.8,1173,2
30202102815,34,1950,731,360,1823,0.8,1644,2.5
30202102817,34,1733,837,370,1933,0.9,1642,2.2
30202102818,37,2416,938,395,2613,0.8,1988,2.7
30202102819,34,1600,908,350,2023,0.9,1285,1.7
30202102820,47,1700,1003,380,1980,0.8,1568,1.6
30202102821,33,1554,767,340,1724,0.9,1312,2
30202102822,64,0,450,110,0,1,900,2
30202102823,33,1581,953,400,1931,1,1543,1.8
30202102824,29,1842,900,410,1902,0.9,1817,2.2
30202102825,38,1461,862,400,1895,0.9,1647,1.8
30202102826,32,1400,833,286,1437,1.1,1143,1.5
30202102827,31,1700,961,380,1968,1,1433,1.8
30202102828,32,1416,827,355,1792,0.9,1290,1.8
30202102829,35,1477,919,380,1916,0.9,1399,1.7
30202102830,30,1509,887,360,1949,1,1477,1.8
30202102831,34,1517,771,320,1713,0.9,1230,1.8
30202102832,29,1600,874,400,1875,0.9,1775,2.1
30202102901,41,2379,1025,703,2625,0.7,2416,3
30202102902,35,2000,977,410,2531,0.8,2238,2.6
30202102903,38,1928,943,438,2272,0.7,1937,2.6
30202102904,36,2095,977,445,2566,0.7,2227,2.6
30202102905,36,2058,880,450,2223,0.9,2079,2.8
30202102906,39,2015,909,500,2519,0.7,1687,2.3
30202102907,37,2076,973,423,2437,0.8,2096,2.8
30202102908,35,1992,912,443,2356,0.8,2218,2.8
30202102909,43,2109,887,450,2321,0.7,1792,2.5
30202102910,38,1950,829,520,2577,0.8,2250,2.9
30202102911,38,2181,881,463,2392,0.7,2194,2.7
30202102912,40,2167,839,450,2468,0.9,2281,2.9
30202102913,36,1915,815,405,2307,0.8,2013,2.6
30202102914,0,0,0,0,0,0,0,0
30202102915,39,2076,853,490,2107,0.7,2013,2.5
30202102916,0,0,0,0,0,0,0,0
30202102917,36,2167,993,500,2804,0.7,2540,2.8
30202103001,37,2082,1017,450,2773,0.8,2559,3
30202103002,36,2167,871,450,2338,0.8,1961,2.9
30202103003,37,1975,1069,410,2799,0.7,2214,2.7
30202103004,38,1975,986,440,2726,0.7,2446,2.7
30202103005,35,2019,993,420,2681,0.8,2162,2.6
30202103006,50,1792,877,450,2600,0.8,2374,2.7
30202103007,51,0,824,425,1375,0.9,1312,1.6
30202103008,36,2080,1021,430,2466,0.8,2208,2.7
30202103009,39,2128,918,400,2360,0.7,2027,2.6
30202103010,36,2059,977,360,2355,0.8,1942,2.4
30202103011,37,1897,925,420,2457,0.8,1952,2.5
30202103101,37,2492,1191,390,2955,0.8,2370,2.5
30202103102,35,2055,1217,340,3044,0.8,2170,2.1
30202103103,34,1700,1175,375,2694,0.8,2029,2.2
30202103104,0,0,0,0,0,0,0,0
30202103105,38,2200,1184,450,3058,0.8,2812,2.7
30202103106,30,1647,1108,395,2302,0.9,1818,2
30202103107,36,2482,1165,443,3038,0.8,2387,2.6
30202103108,36,2000,1091,425,2735,0.8,2250,2.5
30202103109,34,2400,1134,315,3395,1,2528,2.6
30202103110,33,1733,1050,320,2446,0.8,1637,1.9
30202103111,37,2800,1345,438,3853,0.8,3416,3
30202103112,37,2650,1107,468,3525,0.8,3233,3.1
30202103113,34,1975,1183,390,2594,0.8,2094,2.3
30202103114,34,1950,991,320,2315,0.8,1712,2
30202103115,35,2390,1240,400,3107,0.8,2630,2.6
30202103116,35,2490,1297,475,3430,0.8,3079,3.1
30202103117,32,2500,987,390,3187,0.9,2457,2.9
30202103118,39,2600,1115,485,3535,0.8,3031,2.9
30202103119,37,2396,974,341,2949,0.9,2229,2.7
30202103120,38,2600,888,370,3324,0.8,1604,2.3
30202103121,41,2500,935,295,2583,0.8,1312,2
30202103122,34,1975,1061,360,2426,0.8,1679,2
30202103123,33,1551,982,345,2289,0.8,1771,1.9
30202103124,35,1875,895,300,2359,0.8,1384,2
30202103125,34,1853,1193,350,2452,0.8,1833,2
30202103126,37,1468,1080,350,2166,0.7,1658,1.9
30202103127,36,2084,1183,350,3055,0.8,2217,2.4
30202103128,38,2817,1239,470,3166,0.8,2785,2.8
30202103129,36,3209,1198,500,3971,0.8,3888,3.2
30202103130,37,2550,1212,350,3687,0.8,2125,2.5
30202103131,40,2880,1344,480,4444,0.8,4055,2.9
30202103132,35,2308,1081,398,2374,0.8,2112,2.5
30202103202,31,1896,1074,385,2250,0.8,1910,2
30202103204,32,2275,866,355,2096,0.8,1902,2.6
30202103205,38,2359,984,430,2687,0.8,2281,2.5
30202103206,36,1733,671,250,1797,0.9,963,1.5
30202103208,29,2200,742,229,1781,0.9,1571,2.8
30202103209,38,2577,1113,440,3100,0.8,2774,2.8
30202103210,37,2167,1196,453,3173,0.8,2577,2.6
30202103211,36,2600,1316,438,3392,0.7,2791,2.6
30202103212,36,2155,1002,400,2705,0.8,2208,2.5
30202103213,34,2383,982,450,2416,0.7,1833,2.4
30202103214,34,2167,1003,430,2750,0.8,2260,2.5
30202103215,34,2172,673,210,1531,0.8,1302,2.5
30202103216,37,2392,806,279,2395,0.8,2036,2.6
30202103217,34,1999,803,280,2096,0.8,1485,2.4
30202103218,36,2000,1052,400,2795,0.7,1978,2.3
30202103219,32,1950,1130,400,2625,0.8,2076,2
30202103220,67,0,524,340,900,0.6,900,2
30202103221,33,1430,1106,350,2384,1,1553,1.7
30202103222,38,1517,793,268,1333,0.8,1062,1.5
30202103223,0,0,0,0,0,0,0,0
30202103224,35,1595,889,304,2015,0.9,1212,1.7
30202103225,32,0,687,170,725,4,1024,4
30202103301,40,2254,1012,488,2673,0.7,2341,2.6
30202103302,39,1990,966,470,2643,0.8,2265,2.7
30202103303,35,1950,883,440,2214,0.7,1825,2.6
30202103304,36,2300,814,330,2444,0.8,1771,2.5
30202103305,37,2200,974,458,2535,0.8,2323,2.9
30202103306,37,2500,821,141,2356,0.8,1424,2.4
30202103307,49,2261,1004,520,2562,0.7,2416,2.6
30202103308,35,1733,813,425,2476,0.8,2029,2.6
30202103309,34,2167,890,370,2476,0.8,2018,2.7
30202103310,33,2167,891,355,2287,0.8,2011,2.6
30202103311,72,2167,617,440,2038,0.7,1517,2.3
30202103312,33,2225,951,410,2640,0.8,2260,2.7
30202103313,36,1975,1175,455,2916,0.7,2750,2.7
30202103314,36,2167,1110,450,2533,0.7,2187,2.4
30202103315,47,2000,880,500,2390,0.7,2274,2.7
30202103316,48,2167,820,525,2250,0.7,1442,2.5
30202103401,34,2300,1125,460,2826,0.8,2646,2.9
30202103402,39,2392,1047,475,2955,0.7,2672,2.7
30202103403,36,2100,1199,430,3013,0.8,2359,2.7
30202103404,39,1733,937,425,2463,0.8,2141,2.5
30202103405,35,2300,1277,465,2907,0.8,2694,2.8
30202103406,36,1831,1031,344,2579,0.8,1812,2
30202103407,37,2040,1184,435,3031,0.8,2353,2.5
30202103408,37,2501,1242,495,3392,0.8,3422,3
30202103409,39,2726,1270,460,3374,0.7,2656,2.7
30202103410,37,2383,1059,470,3100,0.8,2525,2.8
30202103411,38,2600,1149,458,3305,0.8,2955,2.8
30202103412,41,2509,1140,480,3708,0.7,3305,2.9
30202103413,36,2941,1218,415,3387,0.8,3050,3
30202103414,37,3067,1083,400,3277,0.8,2799,2.9
30202103415,36,2600,1061,418,2985,0.8,2700,2.8
30202103416,35,2759,1286,430,3324,0.8,2859,2.9
30202103417,36,2700,1187,445,3111,0.8,2383,2.8
30202103418,37,2400,1318,430,3550,0.8,3058,2.8
30202103419,38,3033,1342,450,3865,0.8,3558,3
30202103420,37,2200,1060,453,3050,0.8,2549,2.7
30202103421,38,2383,1148,480,2981,0.8,2705,2.7
30202103422,38,2704,1049,425,3100,0.7,2625,2.7
30202103423,35,2300,1146,476,2975,0.8,2659,2.8
30203103501,32,1733,1026,425,2191,0.8,2185,2.6
30203103502,36,1917,886,405,2187,0.8,1971,2.6
30203103503,37,1766,839,388,2083,0.8,1788,2.7
30203103504,37,1733,804,378,2114,0.8,1913,2.6
30203103505,45,2000,849,380,2428,0.8,2088,2.8
30203103506,33,1800,984,400,2456,0.8,2270,2.6
30203103507,35,1691,943,450,2368,0.7,2250,2.7
30203103508,42,1865,900,450,2214,0.7,1968,2.5
30203103509,40,1625,952,435,2250,0.7,1963,2.5
30203103510,46,1800,827,448,1906,0.6,1795,2.2
30203103511,36,1696,850,425,2037,0.8,1823,2.6
30203103512,17,737,232,150,1020,0.6,630,1.3
30203103513,40,1775,786,380,2171,0.7,1694,2.6
30203103514,33,1677,874,395,1812,0.8,1615,2.4
30203103515,41,1760,845,410,2232,0.7,1983,2.5
30203103516,47,1907,928,430,2113,0.7,1944,2.4
30203103517,36,2000,861,400,2352,0.8,1972,2.7
30203103518,43,2000,698,205,1937,0.7,1382,2.5
30203103519,37,2100,788,415,2416,0.8,2130,2.9
30203103520,42,1733,768,440,2017,0.7,1855,2.7
30203103521,0,0,0,0,0,0,0,0
30203103522,41,1733,976,430,2353,0.7,1958,2.3
30203103603,42,2000,1396,283,2750,0.9,1916,1.8
30203103701,50,1500,846,350,1928,0.7,1583,2.1
30203103705,35,1939,1266,460,2536,1,2011,1.8
30203103706,35,2167,1245,415,2625,1.1,1875,1.7
30203103707,50,2400,1366,450,2896,0.8,2269,1.9
30203103708,35,2000,1346,470,2647,1,2104,1.8
30203103801,35,1900,1190,450,2886,0.8,2545,2.8
30203103802,37,2383,1219,423,3273,0.8,2687,2.7
30203103803,33,1975,1002,338,2558,0.8,1970,2.3
30203103804,41,2600,958,395,2805,0.8,2323,2.7
30203103805,37,2456,1135,425,3426,0.8,3083,3
30203103806,36,1595,1019,345,2633,0.8,1589,2
30203103807,31,1560,965,345,2166,0.9,1691,2.1
30203103808,35,1733,845,300,1937,0.9,1363,2
30203103809,34,2300,1231,488,3267,0.8,2916,2.7
30203103810,32,2287,1062,430,2865,0.9,2583,2.9
30203103811,35,2167,1104,403,3200,0.8,3042,2.8
30203103812,36,2300,1030,400,2650,0.8,2279,2.6
30203103813,35,1600,1124,345,2374,0.9,2187,2.3
30203103814,35,2184,1132,450,2826,0.8,2634,2.8
30203103815,37,2080,971,430,2399,0.8,2125,2.4
30203103816,36,2400,1145,393,3183,0.8,2899,2.8
30203103901,0,0,0,0,0,0,0,0
30203103902,0,0,0,0,0,0,0,0
30203103903,49,2135,866,428,2528,0.7,1875,2.4
30203103904,39,1733,967,405,2511,0.8,2233,2.7
30203103905,39,1993,780,395,2045,0.8,1848,2.6
30203103906,37,2065,817,465,2374,0.8,2125,3
30203103908,37,2200,1069,550,2769,0.8,2687,2.9
30203103909,28,0,239,0,0,0,1749,0
30203103910,41,0,2500,0,0,1,2250,1
30203103911,36,1989,958,400,2339,0.8,2013,2.4
30203103912,33,1912,1080,480,2575,0.8,2302,2.6
30203103915,37,2416,941,460,2886,0.8,2643,2.8
30203103916,35,2071,997,460,2597,0.8,2223,2.7
30203103917,35,2132,1006,420,2416,0.8,2290,2.7
30203103918,34,1975,967,400,2402,0.8,2145,2.6
30203103919,36,2221,976,445,2536,0.8,2224,2.7
30203103920,37,1774,1014,370,2484,0.8,1705,2.3
30203103921,37,2167,977,400,2490,0.8,2189,2.6
30203103922,40,2159,1065,465,2874,0.8,2750,2.9
30203103923,38,2149,1170,500,2980,0.7,2816,2.9
30203103924,38,1950,843,420,2356,0.8,1859,2.7
30203103926,50,2030,875,455,2457,0.8,2042,2.5
30203103927,39,2167,830,304,2299,0.8,1731,2.6
30203103929,32,2006,1288,490,2848,0.7,2669,2.7
30203103930,50,2600,806,553,3512,0.7,3038,2.8
30203103931,37,2200,1314,535,2956,0.8,2750,2.7
30203103932,42,2500,1020,458,3374,0.7,2749,2.7
30203103933,34,1915,1091,468,2643,0.7,2229,2.5
30203104001,34,1546,961,350,2019,0.9,1722,1.9
30203104002,38,2600,1091,450,3327,0.8,3216,3.2
30203104003,36,1517,1035,330,2440,0.8,1579,1.8
30203104004,37,1504,915,310,2062,0.9,1310,1.7
30203104007,35,1733,1226,385,2787,0.8,2050,2.1
30203104008,35,1842,1016,318,2750,0.9,1875,2.2
30203104009,35,1818,1080,365,2569,0.8,1975,2
30203104010,39,2750,1307,530,3791,0.8,3303,3
30203104011,34,1327,972,350,1976,0.9,1554,1.8
30203104012,41,2383,1167,370,3708,0.8,2928,3
30203104013,38,1398,900,370,1916,0.9,1485,2
30203104016,0,0,0,0,0,0,0,0
30203104017,37,1690,910,340,2111,0.8,1461,1.9
30203104018,40,3000,1431,435,4062,0.8,3321,2.9
30203104019,36,2167,1241,385,3047,0.8,2104,2.3
30203104020,39,1405,978,350,2343,0.8,1609,1.9
30203104021,34,1872,1174,410,2577,0.8,2100,2.1
30203104022,34,1550,942,390,2137,0.9,1608,1.9
30203104024,32,1418,1076,390,2218,0.9,1653,1.7
30203104025,34,1920,1169,400,2804,0.8,2088,2.1
30203104026,33,1733,1141,398,2336,0.9,1809,1.7
30203104027,31,1500,947,353,1839,1,1257,1.5
30203104028,35,1986,1290,425,3146,0.8,2309,2.1
30203104029,33,1875,1315,410,2687,0.9,1953,1.8
30203104030,39,1902,1074,385,2700,0.8,2076,1.9
30203104031,33,1475,1032,375,2125,0.8,1816,1.9
30203104032,37,1559,781,327,1906,1,1272,1.8
30203104033,31,1504,1044,400,2142,0.9,1810,1.9
30203104034,36,1500,1032,410,2267,0.9,1843,1.8
30204104101,32,1729,633,200,1452,0.8,1297,2.6
30204104102,38,1850,816,480,2250,0.8,2181,2.9
30204104103,41,1700,834,465,2325,0.8,2220,2.9
30204104104,40,1625,738,433,2036,0.7,1802,2.6
30204104105,38,1899,779,470,2222,0.8,2073,2.7
30204104106,44,2000,942,465,2856,0.7,2531,2.8
