route_id	service_id	trip_id	trip_headsign	direction_id	block_id	shape_id
590-3396	BT 23_24-35213	26626758-BT 23_24-35213	Garden City interchange	1		5900003
398-3396	BT 23_24-35213	26626759-BT 23_24-35213	Mitchelton station	0		3980012
210-3396	BT 23_24-35213	26626760-BT 23_24-35213	Cannon Hill interchange	1		2100015
336-3396	BT 23_24-35213	26626761-BT 23_24-35213	Chermside Interchange	0		3360003
200-3396	BT 23_24-35213	26626762-BT 23_24-35213	"Carindale Heights, Cribb Rd E"	1		2000021
130-3396	BT 23_24-35213	26626763-BT 23_24-35213	Queen Street station	0		1300006
330-3396	BT 23_24-35213	26626764-BT 23_24-35213	"Bracken Ridge, Quinlan St"	1		3300025
598-3396	BT 23_24-35213	26626765-BT 23_24-35213	Indooroopilly Interchange	1		5980010
60-3396	BT 23_24-35213	26626766-BT 23_24-35213	Teneriffe Ferry	0		600061
381-3396	BT 23_24-35213	26626767-BT 23_24-35213	"The Gap, Waterworks Rd"	1		3810013
140-3396	BT 23_24-35213	26626768-BT 23_24-35213	Browns Plains station	1		1400009
204-3396	BT 23_24-35213	26626769-BT 23_24-35213	"Fortitude Valley, Warner St"	0		2040628
340-3396	BT 23_24-35213	26626770-BT 23_24-35213	Carseldine station	1		3400009
150-3396	BT 23_24-35213	26626771-BT 23_24-35213	Queen Street station	0		1500016
398-3396	BT 23_24-35213	26626772-BT 23_24-35213	Ferny Grove station	1		3980011
104-3396	BT 23_24-35213	26626773-BT 23_24-35213	PA Hospital station	0		1040017
385-3396	BT 23_24-35213	26626774-BT 23_24-35213	Cultural Centre station	0		3850017
61-3396	BT 23_24-35213	26626775-BT 23_24-35213	Coorparoo Junction	0		610016
425-3396	BT 23_24-35213	26626776-BT 23_24-35213	"Kenmore Village, Cedarleigh Rd"	1		4250013
196-3396	BT 23_24-35213	26626777-BT 23_24-35213	Fairfield Gardens	1		1960034
375-3396	BT 23_24-35213	26626778-BT 23_24-35213	Bardon	0		3750013
373-3396	BT 23_24-35213	26626779-BT 23_24-35213	Elizabeth Street Stop 87 near Edward St	0		3730071
411-3396	BT 23_24-35213	26626780-BT 23_24-35213	University of Queensland	1		4110038
362-3396	BT 23_24-35213	26626781-BT 23_24-35213	"Ashgrove, Royal Pde"	1		3620013
428-3396	BT 23_24-35213	26626782-BT 23_24-35213	University of Queensland	0		4280012
345-3396	BT 23_24-35213	26626783-BT 23_24-35213	Aspley Hypermarket	1		3450009
306-3396	BT 23_24-35213	26626784-BT 23_24-35213	Toombul interchange	1		3060067
61-3396	BT 23_24-35213	26626785-BT 23_24-35213	Ashgrove Village	1		610018
199-3396	BT 23_24-35213	26626786-BT 23_24-35213	"Teneriffe, Commercial Rd"	0		1990020
370-3396	BT 23_24-35213	26626787-BT 23_24-35213	Chermside Interchange	1		3700011
370-3396	BT 23_24-35213	26626788-BT 23_24-35213	"City, Herschel St"	0		3700012
180-3396	BT 23_24-35213	26626789-BT 23_24-35213	Garden City interchange	1		1800003
232-3396	BT 23_24-35213	26626790-BT 23_24-35213	"City, Edward St"	0		2320007
232-3396	BT 23_24-35213	26626791-BT 23_24-35213	Cannon Hill interchange	1		2320009
215-3396	BT 23_24-35213	26626792-BT 23_24-35213	Carindale interchange	1		2150014
150-3396	BT 23_24-35213	26626793-BT 23_24-35213	Browns Plains station	1		1500001
100-3396	BT 23_24-35213	26626794-BT 23_24-35213	Forest Lake Village	1		1000010
174-3396	BT 23_24-35213	26626795-BT 23_24-35213	Garden City interchange	1		1740012
124-3396	BT 23_24-35213	26626796-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		1240009
335-3396	BT 23_24-35213	26626797-BT 23_24-35213	"City, Queen St"	0		3350008
120-3396	BT 23_24-35213	26626798-BT 23_24-35213	Queen Street station	0		1200005
185-3396	BT 23_24-35213	26626799-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		1850007
160-3396	BT 23_24-35213	26626800-BT 23_24-35213	Queen Street station	0		1600002
111-3396	BT 23_24-35213	26626801-BT 23_24-35213	Eight Mile Plains station	1		1110007
411-3396	BT 23_24-35213	26626802-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		4110041
200-3396	BT 23_24-35213	26626803-BT 23_24-35213	Queen Street station	0		2000004
230-3396	BT 23_24-35213	26626804-BT 23_24-35213	"Balmoral, Apollo Rd"	1		2300011
435-3396	BT 23_24-35213	26626805-BT 23_24-35213	Queen Street station	0		4350020
204-3396	BT 23_24-35213	26626806-BT 23_24-35213	"Carina, Clem Jones Centre"	1		2040630
599-3396	BT 23_24-35213	26626807-BT 23_24-35213	Chermside Interchange	0		5990014
377-3396	BT 23_24-35213	26626808-BT 23_24-35213	Ashgrove Marketplace	1		3770088
60-3396	BT 23_24-35213	26626809-BT 23_24-35213	West End Ferry	1		600059
453-3396	BT 23_24-35213	26626810-BT 23_24-35213	Queen Street station	0		4530021
375-3396	BT 23_24-35213	26626811-BT 23_24-35213	Stafford City	1		3750011
598-3396	BT 23_24-35213	26626812-BT 23_24-35213	Chermside Interchange	1		5980011
412-3396	BT 23_24-35213	26626813-BT 23_24-35213	St Lucia South	1		4120002
209-3396	BT 23_24-35213	26626814-BT 23_24-35213	Carindale - UQ loop	0		2090023
139-3396	BT 23_24-35213	26626815-BT 23_24-35213	Dutton Park Place eastbound	0		1390005
428-3396	BT 23_24-35213	26626816-BT 23_24-35213	Indooroopilly interchange	1		4280008
160-3396	BT 23_24-35213	26626817-BT 23_24-35213	Garden City Depot	1		1600003
412-3396	BT 23_24-35213	26626818-BT 23_24-35213	"City, Roma St"	0		4120001
475-3396	BT 23_24-35213	26626819-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		4750012
199-3396	BT 23_24-35213	26626820-BT 23_24-35213	West End Ferry	1		1990021
170-3396	BT 23_24-35213	26626821-BT 23_24-35213	Queen Street station	0		1700002
225-3396	BT 23_24-35213	26626822-BT 23_24-35213	Carindale interchange	0		2250001
433-3396	BT 23_24-35213	26626823-BT 23_24-35213	"Kenmore, Kilkivan Ave"	1		4330025
230-3396	BT 23_24-35213	26626824-BT 23_24-35213	"Fortitude Valley, Brunswick St"	0		2300013
196-3396	BT 23_24-35213	26626825-BT 23_24-35213	"New Farm, Mountford Rd"	0		1960035
180-3396	BT 23_24-35213	26626826-BT 23_24-35213	Queen Street station	0		1800002
435-3396	BT 23_24-35213	26626827-BT 23_24-35213	"Brookfield, Kailua St"	1		4350023
120-3396	BT 23_24-35213	26626828-BT 23_24-35213	Garden City interchange	1		1200007
202-3396	BT 23_24-35213	26626829-BT 23_24-35213	"City, Eagle St at Riverside"	0		2020020
130-3396	BT 23_24-35213	26626830-BT 23_24-35213	Stretton - Gowan Rd	1		1300012
444-3396	BT 23_24-35213	26626831-BT 23_24-35213	"Moggill, Moggill Rd"	1		4440023
379-3396	BT 23_24-35213	26626832-BT 23_24-35213	Stafford City	0		3790033
444-3396	BT 23_24-35213	26626833-BT 23_24-35213	Queensland Theatre	0		4440024
100-3396	BT 23_24-35213	26626834-BT 23_24-35213	Queen Street station	0		1000009
330-3396	BT 23_24-35213	26626835-BT 23_24-35213	Cultural Centre station	0		3300027
222-3396	BT 23_24-35213	26626836-BT 23_24-35213	Carindale interchange	1		2220002
333-3396	BT 23_24-35213	26626837-BT 23_24-35213	Chermside Interchange	1		3330020
210-3396	BT 23_24-35213	26626838-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		2100016
155-3396	BT 23_24-35213	26626839-BT 23_24-35213	Queen Street station	0		1550006
460-3396	BT 23_24-35213	26626840-BT 23_24-35213	Queen Street station	0		4600034
60-3396	BT 23_24-35213	26626841-BT 23_24-35213	Teneriffe Ferry	0		600061
340-3396	BT 23_24-35213	26626842-BT 23_24-35213	Woolloongabba station	0		3400007
132-3396	BT 23_24-35213	26626843-BT 23_24-35213	Garden City interchange	0		1320006
361-3396	BT 23_24-35213	26626844-BT 23_24-35213	Brookside Shopping Centre	1		3610006
202-3396	BT 23_24-35213	26626845-BT 23_24-35213	Carindale interchange	1		2020021
414-3396	BT 23_24-35213	26626846-BT 23_24-35213	University of Queensland	0		4140048
385-3396	BT 23_24-35213	26626847-BT 23_24-35213	The Gap park 'n' ride	1		3850018
111-3396	BT 23_24-35213	26626848-BT 23_24-35213	Roma Street station	0		1110008
192-3396	BT 23_24-35213	26626849-BT 23_24-35213	Boggo Road station	1		1920041
106-3396	BT 23_24-35213	26626850-BT 23_24-35213	Indooroopilly Interchange	0		1060004
321-3396	BT 23_24-35213	26626851-BT 23_24-35213	"City, Queen St"	0		3210005
222-3396	BT 23_24-35213	26626852-BT 23_24-35213	Roma Street station	0		2220003
390-3396	BT 23_24-35213	26626853-BT 23_24-35213	Brookside Shopping Centre	1		3900008
471-3396	BT 23_24-35213	26626854-BT 23_24-35213	Mt Coot-tha Summit Lookout	1		4710004
333-3396	BT 23_24-35213	26626855-BT 23_24-35213	Cultural Centre station	0		3330018
372-3396	BT 23_24-35213	26626856-BT 23_24-35213	Elizabeth Street Stop 87 near Edward St	0		3720001
390-3396	BT 23_24-35213	26626857-BT 23_24-35213	"City, Queen St"	0		3900012
199-3396	BT 23_24-35213	26626858-BT 23_24-35213	"Teneriffe, Commercial Rd"	0		1990020
320-3396	BT 23_24-35213	26626859-BT 23_24-35213	"City, Edward St"	0		3200003
345-3396	BT 23_24-35213	26626860-BT 23_24-35213	Cultural Centre station	0		3450012
381-3396	BT 23_24-35213	26626861-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		3810011
453-3396	BT 23_24-35213	26626862-BT 23_24-35213	Mt Ommaney Shopping Centre	1		4530019
354-3396	BT 23_24-35213	26626863-BT 23_24-35213	Chermside Interchange	0		3540004
334-3396	BT 23_24-35213	26626864-BT 23_24-35213	"City, City Hall"	0		3340004
140-3396	BT 23_24-35213	26626865-BT 23_24-35213	Queen Street station	0		1400016
155-3396	BT 23_24-35213	26626866-BT 23_24-35213	"Calamvale, The Parks"	1		1550007
361-3396	BT 23_24-35213	26626867-BT 23_24-35213	"City, Queen St"	0		3610008
125-3396	BT 23_24-35213	26626868-BT 23_24-35213	Garden City interchange	1		1250019
60-3396	BT 23_24-35213	26626869-BT 23_24-35213	West End Ferry	1		600059
300-3396	BT 23_24-35213	26626870-BT 23_24-35213	Toombul Interchange	1		3000013
200-3396	BT 23_24-35213	26626871-BT 23_24-35213	"Carindale Heights, Cribb Rd E"	1		2000021
130-3396	BT 23_24-35213	26626872-BT 23_24-35213	Queen Street station	0		1300006
330-3396	BT 23_24-35213	26626873-BT 23_24-35213	"Bracken Ridge, Barrett St"	1		3300024
125-3396	BT 23_24-35213	26626874-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		1250015
139-3396	BT 23_24-35213	26626875-BT 23_24-35213	"Sunnybank Hills, Calam Rd"	1		1390003
140-3396	BT 23_24-35213	26626876-BT 23_24-35213	Browns Plains station	1		1400009
175-3396	BT 23_24-35213	26626877-BT 23_24-35213	"Fortitude Valley, Warner St"	0		1750008
161-3396	BT 23_24-35213	26626878-BT 23_24-35213	City - Wishart Outlook shuttle	0		1610006
204-3396	BT 23_24-35213	26626879-BT 23_24-35213	"Fortitude Valley, Warner St"	0		2040628
425-3396	BT 23_24-35213	26626880-BT 23_24-35213	Queen Street station	0		4250012
340-3396	BT 23_24-35213	26626881-BT 23_24-35213	Carseldine station	1		3400009
150-3396	BT 23_24-35213	26626882-BT 23_24-35213	Queen Street station	0		1500016
412-3396	BT 23_24-35213	26626883-BT 23_24-35213	St Lucia South	1		4120002
385-3396	BT 23_24-35213	26626884-BT 23_24-35213	Cultural Centre station	0		3850017
61-3396	BT 23_24-35213	26626885-BT 23_24-35213	Coorparoo Junction	0		610016
196-3396	BT 23_24-35213	26626886-BT 23_24-35213	Fairfield Gardens	1		1960034
375-3396	BT 23_24-35213	26626887-BT 23_24-35213	Bardon	0		3750013
476-3396	BT 23_24-35213	26626888-BT 23_24-35213	"Bardon, Warburton St"	1		4760006
412-3396	BT 23_24-35213	26626889-BT 23_24-35213	"City, Roma St"	0		4120001
369-3396	BT 23_24-35213	26626890-BT 23_24-35213	Mitchelton station	1		3690003
152-3396	BT 23_24-35213	26626891-BT 23_24-35213	"Stretton, Harrison St"	1		1520005
345-3396	BT 23_24-35213	26626892-BT 23_24-35213	Aspley Hypermarket	1		3450009
61-3396	BT 23_24-35213	26626893-BT 23_24-35213	Ashgrove Village	1		610018
199-3396	BT 23_24-35213	26626894-BT 23_24-35213	West End Ferry	1		1990021
370-3396	BT 23_24-35213	26626895-BT 23_24-35213	Chermside Interchange	1		3700011
370-3396	BT 23_24-35213	26626896-BT 23_24-35213	"City, Herschel St"	0		3700012
350-3396	BT 23_24-35213	26626897-BT 23_24-35213	Aspley Hypermarket	1		3500011
300-3396	BT 23_24-35213	26626898-BT 23_24-35213	Cultural Centre station	0		3000003
180-3396	BT 23_24-35213	26626899-BT 23_24-35213	Garden City interchange	1		1800003
445-3396	BT 23_24-35213	26626900-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		4450039
598-3396	BT 23_24-35213	26626901-BT 23_24-35213	Garden City interchange	1		5980009
454-3396	BT 23_24-35213	26626902-BT 23_24-35213	Queen Street station	0		4540007
112-3396	BT 23_24-35213	26626903-BT 23_24-35213	"City, Eagle St at Riverside"	0		1120004
175-3396	BT 23_24-35213	26626904-BT 23_24-35213	Garden City interchange	1		1750012
150-3396	BT 23_24-35213	26626905-BT 23_24-35213	Browns Plains station	1		1500001
100-3396	BT 23_24-35213	26626906-BT 23_24-35213	Forest Lake Village	1		1000010
590-3396	BT 23_24-35213	26626907-BT 23_24-35213	Toombul Interchange	0		5900004
460-3396	BT 23_24-35213	26626908-BT 23_24-35213	"Heathwood, Parkwood Dr"	1		4600033
177-3396	BT 23_24-35213	26626909-BT 23_24-35213	Carindale interchange	1		1770002
599-3396	BT 23_24-35213	26626910-BT 23_24-35213	Dean St	0		5990022
120-3396	BT 23_24-35213	26626911-BT 23_24-35213	Queen Street station	0		1200005
379-3396	BT 23_24-35213	26626912-BT 23_24-35213	"Ashgrove, Royal Pde"	1		3790047
160-3396	BT 23_24-35213	26626913-BT 23_24-35213	Queen Street station	0		1600002
111-3396	BT 23_24-35213	26626914-BT 23_24-35213	Eight Mile Plains station	1		1110007
468-3396	BT 23_24-35213	26626915-BT 23_24-35213	Oxley station	1		4680006
60-3396	BT 23_24-35213	26626916-BT 23_24-35213	Teneriffe Ferry	0		600061
200-3396	BT 23_24-35213	26626917-BT 23_24-35213	Queen Street station	0		2000004
204-3396	BT 23_24-35213	26626918-BT 23_24-35213	"Carina, Clem Jones Centre"	1		2040630
235-3396	BT 23_24-35213	26626919-BT 23_24-35213	"Balmoral, Apollo Rd"	1		2350014
375-3396	BT 23_24-35213	26626920-BT 23_24-35213	Stafford City	1		3750011
209-3396	BT 23_24-35213	26626921-BT 23_24-35213	Carindale - UQ loop	0		2090023
415-3396	BT 23_24-35213	26626922-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		4150010
160-3396	BT 23_24-35213	26626923-BT 23_24-35213	Garden City Depot	1		1600003
417-3396	BT 23_24-35213	26626924-BT 23_24-35213	Long Pocket	1		4170003
192-3396	BT 23_24-35213	26626925-BT 23_24-35213	"City, Adelaide St"	0		1920045
432-3396	BT 23_24-35213	26626926-BT 23_24-35213	University of Queensland	0		4320003
199-3396	BT 23_24-35213	26626927-BT 23_24-35213	"Teneriffe, Commercial Rd"	0		1990020
112-3396	BT 23_24-35213	26626928-BT 23_24-35213	Mt Gravatt Campus	1		1120005
235-3396	BT 23_24-35213	26626929-BT 23_24-35213	"Fortitude Valley, Brunswick St"	0		2350018
334-3396	BT 23_24-35213	26626930-BT 23_24-35213	Chermside Interchange	1		3340003
117-3396	BT 23_24-35213	26626931-BT 23_24-35213	"Acacia Ridge East, Mitchell St"	1		1170005
454-3396	BT 23_24-35213	26626932-BT 23_24-35213	Riverhills West	1		4540008
196-3396	BT 23_24-35213	26626933-BT 23_24-35213	"New Farm, Mountford Rd"	0		1960035
350-3396	BT 23_24-35213	26626934-BT 23_24-35213	"City, Queen St"	0		3500010
180-3396	BT 23_24-35213	26626935-BT 23_24-35213	Queen Street station	0		1800002
120-3396	BT 23_24-35213	26626936-BT 23_24-35213	Garden City interchange	1		1200007
130-3396	BT 23_24-35213	26626937-BT 23_24-35213	Stretton - Gowan Rd	1		1300012
444-3396	BT 23_24-35213	26626938-BT 23_24-35213	"Moggill, Moggill Rd"	1		4440023
444-3396	BT 23_24-35213	26626939-BT 23_24-35213	Queensland Theatre	0		4440024
353-3396	BT 23_24-35213	26626940-BT 23_24-35213	Elizabeth Street Stop 87 near Edward St	0		3530043
100-3396	BT 23_24-35213	26626941-BT 23_24-35213	Queen Street station	0		1000009
353-3396	BT 23_24-35213	26626942-BT 23_24-35213	Chermside Interchange	1		3530036
184-3396	BT 23_24-35213	26626943-BT 23_24-35213	Garden City interchange	1		1840006
105-3396	BT 23_24-35213	26626944-BT 23_24-35213	"City, Eagle St at Riverside"	0		1050013
174-3396	BT 23_24-35213	26626945-BT 23_24-35213	"Fortitude Valley, Warner St"	0		1740008
335-3396	BT 23_24-35213	26626946-BT 23_24-35213	Sandgate station	1		3350009
60-3396	BT 23_24-35213	26626947-BT 23_24-35213	West End Ferry	1		600059
222-3396	BT 23_24-35213	26626948-BT 23_24-35213	Carindale interchange	1		2220002
333-3396	BT 23_24-35213	26626949-BT 23_24-35213	Chermside Interchange	1		3330020
170-3396	BT 23_24-35213	26626950-BT 23_24-35213	Garden City interchange	1		1700003
340-3396	BT 23_24-35213	26626951-BT 23_24-35213	Woolloongabba station	0		3400007
330-3396	BT 23_24-35213	26626952-BT 23_24-35213	Cultural Centre station	0		3300026
322-3396	BT 23_24-35213	26626953-BT 23_24-35213	Chermside Interchange	1		3220020
224-3396	BT 23_24-35213	26626954-BT 23_24-35213	Wynnum Plaza	1		2240060
598-3396	BT 23_24-35213	26626955-BT 23_24-35213	Indooroopilly Interchange	1		5980010
412-3396	BT 23_24-35213	26626956-BT 23_24-35213	St Lucia South	1		4120002
397-3396	BT 23_24-35213	26626957-BT 23_24-35213	Ferny Grove station	1		3970008
320-3396	BT 23_24-35213	26626958-BT 23_24-35213	Chermside Interchange	1		3200005
412-3396	BT 23_24-35213	26626959-BT 23_24-35213	"City, Roma St"	0		4120001
177-3396	BT 23_24-35213	26626960-BT 23_24-35213	Mt Gravatt Campus	0		1770051
385-3396	BT 23_24-35213	26626961-BT 23_24-35213	The Gap park 'n' ride	1		3850018
111-3396	BT 23_24-35213	26626962-BT 23_24-35213	Roma Street station	0		1110008
369-3396	BT 23_24-35213	26626963-BT 23_24-35213	Toombul Interchange	0		3690001
222-3396	BT 23_24-35213	26626964-BT 23_24-35213	Roma Street station	0		2220003
390-3396	BT 23_24-35213	26626965-BT 23_24-35213	Brookside Shopping Centre	1		3900008
333-3396	BT 23_24-35213	26626966-BT 23_24-35213	Cultural Centre station	0		3330018
77-3396	BT 23_24-35213	26626967-BT 23_24-35213	Eight Mile Plains station	1		770002
307-3396	BT 23_24-35213	26626968-BT 23_24-35213	Toombul Interchange	0		3070009
390-3396	BT 23_24-35213	26626969-BT 23_24-35213	"City, Queen St"	0		3900012
199-3396	BT 23_24-35213	26626970-BT 23_24-35213	West End Ferry	1		1990021
345-3396	BT 23_24-35213	26626971-BT 23_24-35213	Cultural Centre station	0		3450012
225-3396	BT 23_24-35213	26626972-BT 23_24-35213	Pandanus Beach	1		2250003
430-3396	BT 23_24-35213	26626973-BT 23_24-35213	Fig Tree Pocket	1		4300024
140-3396	BT 23_24-35213	26626974-BT 23_24-35213	Queen Street station	0		1400016
590-3396	BT 23_24-35213	26626975-BT 23_24-35213	Garden City interchange	1		5900003
172-3396	BT 23_24-35213	26626976-BT 23_24-35213	"City, Eagle St at Riverside"	0		1720011
397-3396	BT 23_24-35213	26626977-BT 23_24-35213	Mitchelton station	0		3970010
210-3396	BT 23_24-35213	26626978-BT 23_24-35213	Cannon Hill interchange	1		2100015
200-3396	BT 23_24-35213	26626979-BT 23_24-35213	"Carindale Heights, Cribb Rd E"	1		2000021
130-3396	BT 23_24-35213	26626980-BT 23_24-35213	Queen Street station	0		1300006
330-3396	BT 23_24-35213	26626981-BT 23_24-35213	"Bracken Ridge, Quinlan St"	1		3300025
60-3396	BT 23_24-35213	26626982-BT 23_24-35213	Teneriffe Ferry	0		600061
140-3396	BT 23_24-35213	26626983-BT 23_24-35213	Browns Plains station	1		1400009
204-3396	BT 23_24-35213	26626984-BT 23_24-35213	"Fortitude Valley, Warner St"	0		2040628
599-3396	BT 23_24-35213	26626985-BT 23_24-35213	Garden City interchange	0		5990023
104-3396	BT 23_24-35213	26626986-BT 23_24-35213	Corinda station	1		1040014
338-3396	BT 23_24-35213	26626987-BT 23_24-35213	Chermside Interchange	0		3380044
340-3396	BT 23_24-35213	26626988-BT 23_24-35213	Carseldine station	1		3400009
150-3396	BT 23_24-35213	26626989-BT 23_24-35213	Queen Street station	0		1500016
385-3396	BT 23_24-35213	26626990-BT 23_24-35213	Cultural Centre station	0		3850017
380-3396	BT 23_24-35213	26626991-BT 23_24-35213	"The Gap, Waterworks Rd"	1		3800016
61-3396	BT 23_24-35213	26626992-BT 23_24-35213	Coorparoo Junction	0		610016
196-3396	BT 23_24-35213	26626993-BT 23_24-35213	Fairfield Gardens	1		1960034
375-3396	BT 23_24-35213	26626994-BT 23_24-35213	Bardon	0		3750013
110-3396	BT 23_24-35213	26626995-BT 23_24-35213	Queen Street station	0		1100003
411-3396	BT 23_24-35213	26626996-BT 23_24-35213	University of Queensland	1		4110038
377-3396	BT 23_24-35213	26626997-BT 23_24-35213	Elizabeth Street Stop 87 near Edward St	0		3770002
106-3396	BT 23_24-35213	26626998-BT 23_24-35213	Mt Ommaney Shopping Centre	1		1060001
345-3396	BT 23_24-35213	26626999-BT 23_24-35213	Aspley Hypermarket	1		3450009
61-3396	BT 23_24-35213	26627000-BT 23_24-35213	Ashgrove Village	1		610018
199-3396	BT 23_24-35213	26627001-BT 23_24-35213	"Teneriffe, Commercial Rd"	0		1990020
425-3396	BT 23_24-35213	26627002-BT 23_24-35213	"Kenmore Village, Cedarleigh Rd"	1		4250013
370-3396	BT 23_24-35213	26627003-BT 23_24-35213	Chermside Interchange	1		3700011
370-3396	BT 23_24-35213	26627004-BT 23_24-35213	"City, Herschel St"	0		3700012
117-3396	BT 23_24-35213	26627005-BT 23_24-35213	Woolloongabba station	0		1170001
180-3396	BT 23_24-35213	26627006-BT 23_24-35213	Garden City interchange	1		1800003
234-3396	BT 23_24-35213	26627007-BT 23_24-35213	Woolloongabba to City loop	0		2340003
110-3396	BT 23_24-35213	26627008-BT 23_24-35213	Inala Plaza	1		1100015
150-3396	BT 23_24-35213	26627009-BT 23_24-35213	Browns Plains station	1		1500001
100-3396	BT 23_24-35213	26627010-BT 23_24-35213	Forest Lake Village	1		1000010
174-3396	BT 23_24-35213	26627011-BT 23_24-35213	Garden City interchange	1		1740012
322-3396	BT 23_24-35213	26627012-BT 23_24-35213	Cultural Centre station	0		3220019
599-3396	BT 23_24-35213	26627013-BT 23_24-35213	Chermside Interchange	0		5990014
60-3396	BT 23_24-35213	26627014-BT 23_24-35213	West End Ferry	1		600059
372-3396	BT 23_24-35213	26627015-BT 23_24-35213	Ashgrove Marketplace	1		3720158
300-3396	BT 23_24-35213	26627016-BT 23_24-35213	Toombul Interchange	1		3000013
120-3396	BT 23_24-35213	26627017-BT 23_24-35213	Queen Street station	0		1200005
310-3396	BT 23_24-35213	26627018-BT 23_24-35213	"City, Queen St"	0		3100014
160-3396	BT 23_24-35213	26627019-BT 23_24-35213	Queen Street station	0		1600002
111-3396	BT 23_24-35213	26627020-BT 23_24-35213	Eight Mile Plains station	1		1110007
411-3396	BT 23_24-35213	26627021-BT 23_24-35213	"Spring Hill, Wickham Tce"	0		4110041
200-3396	BT 23_24-35213	26627022-BT 23_24-35213	Queen Street station	0		2000004
230-3396	BT 23_24-35213	26627023-BT 23_24-35213	"Balmoral, Apollo Rd"	1		2300011
430-3396	BT 23_24-35213	26627024-BT 23_24-35213	Queen Street station	0		4300021
204-3396	BT 23_24-35213	26627025-BT 23_24-35213	"Carina, Clem Jones Centre"	1		2040630
184-3396	BT 23_24-35213	26627026-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		1840007
453-3396	BT 23_24-35213	26627027-BT 23_24-35213	Queen Street station	0		4530018
338-3396	BT 23_24-35213	26627028-BT 23_24-35213	Strathpine bus station	1		3380045
375-3396	BT 23_24-35213	26627029-BT 23_24-35213	Stafford City	1		3750011
125-3396	BT 23_24-35213	26627030-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		1250015
373-3396	BT 23_24-35213	26627031-BT 23_24-35213	Ashgrove Marketplace	1		3730072
412-3396	BT 23_24-35213	26627032-BT 23_24-35213	St Lucia South	1		4120002
209-3396	BT 23_24-35213	26627033-BT 23_24-35213	Carindale - UQ loop	0		2090023
139-3396	BT 23_24-35213	26627034-BT 23_24-35213	Dutton Park Place eastbound	0		1390005
160-3396	BT 23_24-35213	26627035-BT 23_24-35213	Garden City Depot	1		1600003
412-3396	BT 23_24-35213	26627036-BT 23_24-35213	"City, Roma St"	0		4120001
475-3396	BT 23_24-35213	26627037-BT 23_24-35213	"Rainworth, Leworthy St"	1		4750014
132-3396	BT 23_24-35213	26627038-BT 23_24-35213	"Parkinson, Algester Rd"	1		1320007
378-3396	BT 23_24-35213	26627039-BT 23_24-35213	Elizabeth Street Stop 87 near Edward St	0		3780004
199-3396	BT 23_24-35213	26627040-BT 23_24-35213	West End Ferry	1		1990021
170-3396	BT 23_24-35213	26627041-BT 23_24-35213	Queen Street station	0		1700002
300-3396	BT 23_24-35213	26627042-BT 23_24-35213	Cultural Centre station	0		3000003
230-3396	BT 23_24-35213	26627043-BT 23_24-35213	"Fortitude Valley, Brunswick St"	0		2300013
196-3396	BT 23_24-35213	26627044-BT 23_24-35213	"New Farm, Mountford Rd"	0		1960035
180-3396	BT 23_24-35213	26627045-BT 23_24-35213	Queen Street station	0		1800002
310-3396	BT 23_24-35213	26627046-BT 23_24-35213	"Brighton, Hornibrook Hwy"	1		3100018
120-3396	BT 23_24-35213	26627047-BT 23_24-35213	Garden City interchange	1		1200007
215-3396	BT 23_24-35213	26627048-BT 23_24-35213	Queen Street station	0		2150016
130-3396	BT 23_24-35213	26627049-BT 23_24-35213	Stretton - Gowan Rd	1		1300012
444-3396	BT 23_24-35213	26627050-BT 23_24-35213	"Moggill, Moggill Rd"	1		4440023
444-3396	BT 23_24-35213	26627051-BT 23_24-35213	Queensland Theatre	0		4440024
100-3396	BT 23_24-35213	26627052-BT 23_24-35213	Queen Street station	0		1000009
113-3396	BT 23_24-35213	26627053-BT 23_24-35213	"City, Eagle St at Riverside"	0		1130014
220-3396	BT 23_24-35213	26627054-BT 23_24-35213	Pandanus Beach	1		2200002
105-3396	BT 23_24-35213	26627055-BT 23_24-35213	Indooroopilly Interchange	1		1050014
330-3396	BT 23_24-35213	26627056-BT 23_24-35213	Cultural Centre station	0		3300027
306-3396	BT 23_24-35213	26627057-BT 23_24-35213	"Nudgee, Queens Rd"	1		3060068
335-3396	BT 23_24-35213	26627058-BT 23_24-35213	"City, Queen St"	0		3350008
428-3396	BT 23_24-35213	26627059-BT 23_24-35213	"Indooroopilly, Market St"	1		4280009
222-3396	BT 23_24-35213	26627060-BT 23_24-35213	Carindale interchange	1		2220002
333-3396	BT 23_24-35213	26627061-BT 23_24-35213	Chermside Interchange	1		3330020
210-3396	BT 23_24-35213	26627062-BT 23_24-35213	"Fortitude Valley, Ballow St"	0		2100016
460-3396	BT 23_24-35213	26627063-BT 23_24-35213	Queen Street station	0		4600034
