route_id	service_id	trip_id	trip_headsign	direction_id	block_id	shape_id
445-3396	BT 23_24-35209	26594064-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4450039
330-3396	BT 23_24-35209	26594065-BT 23_24-35209	Cultural Centre station	0		3300026
412-3396	BT 23_24-35209	26594066-BT 23_24-35209	"City, Roma St"	0		4120001
333-3396	BT 23_24-35209	26594067-BT 23_24-35209	Chermside Interchange	1		3330020
370-3396	BT 23_24-35209	26594068-BT 23_24-35209	"City, Herschel St"	0		3700012
140-3396	BT 23_24-35209	26594069-BT 23_24-35209	Browns Plains station	1		1400009
120-3396	BT 23_24-35209	26594070-BT 23_24-35209	Queen Street station	0		1200005
338-3396	BT 23_24-35209	26594071-BT 23_24-35209	Strathpine bus station	1		3380045
444-3396	BT 23_24-35209	26594072-BT 23_24-35209	Queensland Theatre	0		4440024
380-3396	BT 23_24-35209	26594073-BT 23_24-35209	"The Gap, Waterworks Rd"	1		3800016
320-3396	BT 23_24-35209	26594074-BT 23_24-35209	Chermside Interchange	1		3200005
199-3396	BT 23_24-35209	26594075-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
345-3396	BT 23_24-35209	26594076-BT 23_24-35209	Cultural Centre station	0		3450012
364-3396	BT 23_24-35209	26594077-BT 23_24-35209	"City, Queen St"	0		3640001
385-3396	BT 23_24-35209	26594078-BT 23_24-35209	The Gap park 'n' ride	1		3850018
200-3396	BT 23_24-35209	26594079-BT 23_24-35209	"Carindale Heights, Cribb Rd E"	1		2000021
210-3396	BT 23_24-35209	26594080-BT 23_24-35209	"Fortitude Valley, Ballow St"	0		2100016
123-3396	BT 23_24-35209	26594081-BT 23_24-35209	Garden City interchange	0		1230003
196-3396	BT 23_24-35209	26594082-BT 23_24-35209	Fairfield Gardens	1		1960034
360-3396	BT 23_24-35209	26594083-BT 23_24-35209	"City, Queen St"	0		3600019
470-3396	BT 23_24-35209	26594084-BT 23_24-35209	Teneriffe Ferry	0		4700007
150-3396	BT 23_24-35209	26594085-BT 23_24-35209	Browns Plains station	1		1500001
100-3396	BT 23_24-35209	26594086-BT 23_24-35209	Forest Lake Village	1		1000010
100-3396	BT 23_24-35209	26594087-BT 23_24-35209	Queen Street station	0		1000009
184-3396	BT 23_24-35209	26594088-BT 23_24-35209	"Fortitude Valley, Ballow St"	0		1840007
172-3396	BT 23_24-35209	26594089-BT 23_24-35209	"City, Eagle St at Riverside"	0		1720011
60-3396	BT 23_24-35209	26594090-BT 23_24-35209	West End Ferry	1		600056
222-3396	BT 23_24-35209	26594091-BT 23_24-35209	Carindale interchange	1		2220002
321-3396	BT 23_24-35209	26594092-BT 23_24-35209	Toombul Interchange	1		3210001
340-3396	BT 23_24-35209	26594093-BT 23_24-35209	Woolloongabba station	0		3400007
428-3396	BT 23_24-35209	26594094-BT 23_24-35209	"Indooroopilly, Market St"	1		4280009
111-3396	BT 23_24-35209	26594095-BT 23_24-35209	Roma Street station	0		1110008
345-3396	BT 23_24-35209	26594096-BT 23_24-35209	Aspley Hypermarket	1		3450009
140-3396	BT 23_24-35209	26594097-BT 23_24-35209	Queen Street station	0		1400016
340-3396	BT 23_24-35209	26594098-BT 23_24-35209	Carseldine station	1		3400009
325-3396	BT 23_24-35209	26594099-BT 23_24-35209	"City, Queen St"	0		3250008
475-3396	BT 23_24-35209	26594100-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4750012
390-3396	BT 23_24-35209	26594101-BT 23_24-35209	Brookside Shopping Centre	1		3900008
333-3396	BT 23_24-35209	26594102-BT 23_24-35209	Cultural Centre station	0		3330018
180-3396	BT 23_24-35209	26594103-BT 23_24-35209	Queen Street station	0		1800002
362-3396	BT 23_24-35209	26594104-BT 23_24-35209	"Ashgrove, Royal Pde"	1		3620012
385-3396	BT 23_24-35209	26594105-BT 23_24-35209	Cultural Centre station	0		3850017
415-3396	BT 23_24-35209	26594106-BT 23_24-35209	Indooroopilly Interchange	1		4150011
222-3396	BT 23_24-35209	26594107-BT 23_24-35209	Roma Street station	0		2220003
61-3396	BT 23_24-35209	26594108-BT 23_24-35209	Ashgrove Village	1		610018
199-3396	BT 23_24-35209	26594109-BT 23_24-35209	West End Ferry	1		1990021
120-3396	BT 23_24-35209	26594110-BT 23_24-35209	Garden City interchange	1		1200007
425-3396	BT 23_24-35209	26594111-BT 23_24-35209	Queen Street station	0		4250012
360-3396	BT 23_24-35209	26594112-BT 23_24-35209	Brookside Shopping Centre	1		3600018
196-3396	BT 23_24-35209	26594113-BT 23_24-35209	"New Farm, Mountford Rd"	0		1960035
130-3396	BT 23_24-35209	26594114-BT 23_24-35209	Stretton - Gowan Rd	1		1300012
379-3396	BT 23_24-35209	26594115-BT 23_24-35209	"Ashgrove, Royal Pde"	1		3790047
184-3396	BT 23_24-35209	26594116-BT 23_24-35209	Garden City interchange	1		1840006
460-3396	BT 23_24-35209	26594117-BT 23_24-35209	"Heathwood, Parkwood Dr"	1		4600033
398-3396	BT 23_24-35209	26594118-BT 23_24-35209	Mitchelton station	0		3980012
369-3396	BT 23_24-35209	26594119-BT 23_24-35209	Mitchelton station	1		3690003
60-3396	BT 23_24-35209	26594120-BT 23_24-35209	Teneriffe Ferry	0		600057
123-3396	BT 23_24-35209	26594121-BT 23_24-35209	Griffith University A	1		1230005
379-3396	BT 23_24-35209	26594122-BT 23_24-35209	Stafford City	0		3790033
130-3396	BT 23_24-35209	26594123-BT 23_24-35209	Queen Street station	0		1300006
330-3396	BT 23_24-35209	26594124-BT 23_24-35209	"Bracken Ridge, Barrett St"	1		3300024
105-3396	BT 23_24-35209	26594125-BT 23_24-35209	Indooroopilly Interchange	1		1050014
353-3396	BT 23_24-35209	26594126-BT 23_24-35209	Chermside Interchange	1		3530036
61-3396	BT 23_24-35209	26594127-BT 23_24-35209	Coorparoo Junction	0		610016
445-3396	BT 23_24-35209	26594128-BT 23_24-35209	Fig Tree Pocket	1		4450041
334-3396	BT 23_24-35209	26594129-BT 23_24-35209	"City, City Hall"	0		3340004
111-3396	BT 23_24-35209	26594130-BT 23_24-35209	Eight Mile Plains station	1		1110007
199-3396	BT 23_24-35209	26594131-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
444-3396	BT 23_24-35209	26594132-BT 23_24-35209	"Moggill, Moggill Rd"	1		4440023
169-3396	BT 23_24-35209	26594133-BT 23_24-35209	Eight Mile Plains - UQ loop	0		1690007
390-3396	BT 23_24-35209	26594134-BT 23_24-35209	"City, Queen St"	0		3900012
198-3396	BT 23_24-35209	26594135-BT 23_24-35209	"South Brisbane, Mollison St"	0		1980002
336-3396	BT 23_24-35209	26594136-BT 23_24-35209	Chermside Interchange	0		3360003
180-3396	BT 23_24-35209	26594137-BT 23_24-35209	Garden City interchange	1		1800003
105-3396	BT 23_24-35209	26594138-BT 23_24-35209	"City, Eagle St at Riverside"	0		1050013
232-3396	BT 23_24-35209	26594139-BT 23_24-35209	Cannon Hill interchange	1		2320009
232-3396	BT 23_24-35209	26594140-BT 23_24-35209	"City, Edward St"	0		2320007
175-3396	BT 23_24-35209	26594141-BT 23_24-35209	"Fortitude Valley, Warner St"	0		1750008
354-3396	BT 23_24-35209	26594142-BT 23_24-35209	Brookside Shopping Centre	1		3540005
174-3396	BT 23_24-35209	26594143-BT 23_24-35209	Garden City interchange	1		1740012
322-3396	BT 23_24-35209	26594144-BT 23_24-35209	Cultural Centre station	0		3220019
330-3396	BT 23_24-35209	26594145-BT 23_24-35209	Cultural Centre station	0		3300027
450-3396	BT 23_24-35209	26594146-BT 23_24-35209	Riverhills West	1		4500025
150-3396	BT 23_24-35209	26594147-BT 23_24-35209	Queen Street station	0		1500016
335-3396	BT 23_24-35209	26594148-BT 23_24-35209	Sandgate station	1		3350009
66-3396	BT 23_24-35209	26594149-BT 23_24-35209	RBWH-UQ loop	0		660013
235-3396	BT 23_24-35209	26594150-BT 23_24-35209	"Balmoral, Apollo Rd"	1		2350014
350-3396	BT 23_24-35209	26594151-BT 23_24-35209	"City, Queen St"	0		3500010
412-3396	BT 23_24-35209	26594152-BT 23_24-35209	St Lucia South	1		4120002
200-3396	BT 23_24-35209	26594153-BT 23_24-35209	Queen Street station	0		2000004
125-3396	BT 23_24-35209	26594154-BT 23_24-35209	"Fortitude Valley, Ballow St"	0		1250015
412-3396	BT 23_24-35209	26594155-BT 23_24-35209	"City, Roma St"	0		4120001
333-3396	BT 23_24-35209	26594156-BT 23_24-35209	Chermside Interchange	1		3330020
140-3396	BT 23_24-35209	26594157-BT 23_24-35209	Browns Plains station	1		1400009
120-3396	BT 23_24-35209	26594158-BT 23_24-35209	Queen Street station	0		1200005
444-3396	BT 23_24-35209	26594159-BT 23_24-35209	Queensland Theatre	0		4440024
375-3396	BT 23_24-35209	26594160-BT 23_24-35209	Stafford City	1		3750011
450-3396	BT 23_24-35209	26594161-BT 23_24-35209	Queen Street station	0		4500026
60-3396	BT 23_24-35209	26594162-BT 23_24-35209	West End Ferry	1		600056
345-3396	BT 23_24-35209	26594163-BT 23_24-35209	Cultural Centre station	0		3450012
598-3396	BT 23_24-35209	26594164-BT 23_24-35209	Chermside Interchange	1		5980011
428-3396	BT 23_24-35209	26594165-BT 23_24-35209	University of Queensland	0		4280001
161-3396	BT 23_24-35209	26594166-BT 23_24-35209	Garden City - Wishart Outlook shuttle	0		1610001
435-3396	BT 23_24-35209	26594167-BT 23_24-35209	"Brookfield, Kailua St"	1		4350008
385-3396	BT 23_24-35209	26594168-BT 23_24-35209	The Gap park 'n' ride	1		3850018
380-3396	BT 23_24-35209	26594169-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		3800014
199-3396	BT 23_24-35209	26594170-BT 23_24-35209	West End Ferry	1		1990021
425-3396	BT 23_24-35209	26594171-BT 23_24-35209	"Kenmore Village, Cedarleigh Rd"	1		4250013
200-3396	BT 23_24-35209	26594172-BT 23_24-35209	"Carindale Heights, Cribb Rd E"	1		2000021
196-3396	BT 23_24-35209	26594173-BT 23_24-35209	Fairfield Gardens	1		1960034
110-3396	BT 23_24-35209	26594174-BT 23_24-35209	Queen Street station	0		1100003
230-3396	BT 23_24-35209	26594175-BT 23_24-35209	"Fortitude Valley, Brunswick St"	0		2300013
150-3396	BT 23_24-35209	26594176-BT 23_24-35209	Browns Plains station	1		1500001
100-3396	BT 23_24-35209	26594177-BT 23_24-35209	Forest Lake Village	1		1000010
100-3396	BT 23_24-35209	26594178-BT 23_24-35209	Queen Street station	0		1000009
353-3396	BT 23_24-35209	26594179-BT 23_24-35209	Elizabeth Street Stop 87 near Edward St	0		3530043
369-3396	BT 23_24-35209	26594180-BT 23_24-35209	Toombul Interchange	0		3690001
222-3396	BT 23_24-35209	26594181-BT 23_24-35209	Carindale interchange	1		2220002
430-3396	BT 23_24-35209	26594182-BT 23_24-35209	Queen Street station	0		4300021
340-3396	BT 23_24-35209	26594183-BT 23_24-35209	Woolloongabba station	0		3400007
111-3396	BT 23_24-35209	26594184-BT 23_24-35209	Roma Street station	0		1110008
345-3396	BT 23_24-35209	26594185-BT 23_24-35209	Aspley Hypermarket	1		3450009
301-3396	BT 23_24-35209	26594186-BT 23_24-35209	Toombul Interchange	1		3010022
140-3396	BT 23_24-35209	26594187-BT 23_24-35209	Queen Street station	0		1400016
204-3396	BT 23_24-35209	26594188-BT 23_24-35209	"Fortitude Valley, Warner St"	0		2040628
340-3396	BT 23_24-35209	26594189-BT 23_24-35209	Carseldine station	1		3400009
333-3396	BT 23_24-35209	26594190-BT 23_24-35209	Cultural Centre station	0		3330018
301-3396	BT 23_24-35209	26594191-BT 23_24-35209	Cultural Centre station	0		3010004
370-3396	BT 23_24-35209	26594192-BT 23_24-35209	Chermside Interchange	1		3700011
334-3396	BT 23_24-35209	26594193-BT 23_24-35209	Chermside Interchange	1		3340003
170-3396	BT 23_24-35209	26594194-BT 23_24-35209	Garden City interchange	1		1700003
199-3396	BT 23_24-35209	26594195-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
180-3396	BT 23_24-35209	26594196-BT 23_24-35209	Queen Street station	0		1800002
375-3396	BT 23_24-35209	26594197-BT 23_24-35209	Bardon	0		3750013
460-3396	BT 23_24-35209	26594198-BT 23_24-35209	Queen Street station	0		4600034
172-3396	BT 23_24-35209	26594199-BT 23_24-35209	Garden City interchange	1		1720012
411-3396	BT 23_24-35209	26594200-BT 23_24-35209	University of Queensland	1		4110038
411-3396	BT 23_24-35209	26594201-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4110041
417-3396	BT 23_24-35209	26594202-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4170005
385-3396	BT 23_24-35209	26594203-BT 23_24-35209	Cultural Centre station	0		3850017
222-3396	BT 23_24-35209	26594204-BT 23_24-35209	Roma Street station	0		2220003
112-3396	BT 23_24-35209	26594205-BT 23_24-35209	Mt Gravatt Campus	1		1120005
61-3396	BT 23_24-35209	26594206-BT 23_24-35209	Ashgrove Village	1		610018
120-3396	BT 23_24-35209	26594207-BT 23_24-35209	Garden City interchange	1		1200007
196-3396	BT 23_24-35209	26594208-BT 23_24-35209	"New Farm, Mountford Rd"	0		1960035
203-3396	BT 23_24-35209	26594209-BT 23_24-35209	Carindale interchange	1		2030024
430-3396	BT 23_24-35209	26594210-BT 23_24-35209	Fig Tree Pocket	1		4300024
130-3396	BT 23_24-35209	26594211-BT 23_24-35209	Stretton - Gowan Rd	1		1300012
204-3396	BT 23_24-35209	26594212-BT 23_24-35209	"Carina, Clem Jones Centre"	1		2040630
174-3396	BT 23_24-35209	26594213-BT 23_24-35209	"Fortitude Valley, Warner St"	0		1740008
590-3396	BT 23_24-35209	26594214-BT 23_24-35209	Toombul Interchange	0		5900004
61-3396	BT 23_24-35209	26594215-BT 23_24-35209	Coorparoo Junction	0		610016
210-3396	BT 23_24-35209	26594216-BT 23_24-35209	Cannon Hill interchange	1		2100015
321-3396	BT 23_24-35209	26594217-BT 23_24-35209	"City, Queen St"	0		3210005
60-3396	BT 23_24-35209	26594218-BT 23_24-35209	Teneriffe Ferry	0		600057
110-3396	BT 23_24-35209	26594219-BT 23_24-35209	Inala Plaza	1		1100015
130-3396	BT 23_24-35209	26594220-BT 23_24-35209	Queen Street station	0		1300006
330-3396	BT 23_24-35209	26594221-BT 23_24-35209	"Bracken Ridge, Quinlan St"	1		3300025
300-3396	BT 23_24-35209	26594222-BT 23_24-35209	Cultural Centre station	0		3000003
350-3396	BT 23_24-35209	26594223-BT 23_24-35209	Aspley Hypermarket	1		3500011
322-3396	BT 23_24-35209	26594224-BT 23_24-35209	Chermside Interchange	1		3220020
111-3396	BT 23_24-35209	26594225-BT 23_24-35209	Eight Mile Plains station	1		1110007
471-3396	BT 23_24-35209	26594226-BT 23_24-35209	Mt Coot-tha Summit Lookout	1		4710004
444-3396	BT 23_24-35209	26594227-BT 23_24-35209	"Moggill, Moggill Rd"	1		4440023
199-3396	BT 23_24-35209	26594228-BT 23_24-35209	West End Ferry	1		1990021
180-3396	BT 23_24-35209	26594229-BT 23_24-35209	Garden City interchange	1		1800003
175-3396	BT 23_24-35209	26594230-BT 23_24-35209	Garden City interchange	1		1750012
215-3396	BT 23_24-35209	26594231-BT 23_24-35209	Queen Street station	0		2150016
590-3396	BT 23_24-35209	26594232-BT 23_24-35209	Garden City interchange	1		5900003
150-3396	BT 23_24-35209	26594233-BT 23_24-35209	Queen Street station	0		1500016
185-3396	BT 23_24-35209	26594234-BT 23_24-35209	"Fortitude Valley, Ballow St"	0		1850007
220-3396	BT 23_24-35209	26594235-BT 23_24-35209	Pandanus Beach	1		2200002
598-3396	BT 23_24-35209	26594236-BT 23_24-35209	Indooroopilly Interchange	1		5980010
335-3396	BT 23_24-35209	26594237-BT 23_24-35209	"City, Queen St"	0		3350008
125-3396	BT 23_24-35209	26594238-BT 23_24-35209	Garden City interchange	1		1250019
66-3396	BT 23_24-35209	26594239-BT 23_24-35209	RBWH-UQ loop	0		660013
300-3396	BT 23_24-35209	26594240-BT 23_24-35209	Toombul Interchange	1		3000013
112-3396	BT 23_24-35209	26594241-BT 23_24-35209	"City, Eagle St at Riverside"	0		1120004
412-3396	BT 23_24-35209	26594242-BT 23_24-35209	St Lucia South	1		4120002
200-3396	BT 23_24-35209	26594243-BT 23_24-35209	Queen Street station	0		2000004
330-3396	BT 23_24-35209	26594244-BT 23_24-35209	Cultural Centre station	0		3300026
412-3396	BT 23_24-35209	26594245-BT 23_24-35209	"City, Roma St"	0		4120001
428-3396	BT 23_24-35209	26594246-BT 23_24-35209	University of Queensland	0		4280012
333-3396	BT 23_24-35209	26594247-BT 23_24-35209	Chermside Interchange	1		3330020
370-3396	BT 23_24-35209	26594248-BT 23_24-35209	"City, Herschel St"	0		3700012
203-3396	BT 23_24-35209	26594249-BT 23_24-35209	"Fortitude Valley, Warner St"	0		2030025
140-3396	BT 23_24-35209	26594250-BT 23_24-35209	Browns Plains station	1		1400009
120-3396	BT 23_24-35209	26594251-BT 23_24-35209	Queen Street station	0		1200005
444-3396	BT 23_24-35209	26594252-BT 23_24-35209	Queensland Theatre	0		4440024
60-3396	BT 23_24-35209	26594253-BT 23_24-35209	West End Ferry	1		600056
199-3396	BT 23_24-35209	26594254-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
345-3396	BT 23_24-35209	26594255-BT 23_24-35209	Cultural Centre station	0		3450012
224-3396	BT 23_24-35209	26594256-BT 23_24-35209	Wynnum Plaza	1		2240060
364-3396	BT 23_24-35209	26594257-BT 23_24-35209	Kelvin Grove Campus	1		3640003
385-3396	BT 23_24-35209	26594258-BT 23_24-35209	The Gap park 'n' ride	1		3850018
106-3396	BT 23_24-35209	26594259-BT 23_24-35209	Indooroopilly Interchange	0		1060004
381-3396	BT 23_24-35209	26594260-BT 23_24-35209	"The Gap, Waterworks Rd"	1		3810013
212-3396	BT 23_24-35209	26594261-BT 23_24-35209	"Fortitude Valley, Ballow St"	0		2120006
200-3396	BT 23_24-35209	26594262-BT 23_24-35209	"Carindale Heights, Cribb Rd E"	1		2000021
196-3396	BT 23_24-35209	26594263-BT 23_24-35209	Fairfield Gardens	1		1960034
100-3396	BT 23_24-35209	26594264-BT 23_24-35209	Forest Lake Village	1		1000010
100-3396	BT 23_24-35209	26594265-BT 23_24-35209	Queen Street station	0		1000009
150-3396	BT 23_24-35209	26594266-BT 23_24-35209	Browns Plains station	1		1500001
310-3396	BT 23_24-35209	26594267-BT 23_24-35209	"City, Queen St"	0		3100014
222-3396	BT 23_24-35209	26594268-BT 23_24-35209	Carindale interchange	1		2220002
433-3396	BT 23_24-35209	26594269-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4330026
340-3396	BT 23_24-35209	26594270-BT 23_24-35209	Woolloongabba station	0		3400007
599-3396	BT 23_24-35209	26594271-BT 23_24-35209	Chermside Interchange	0		5990014
428-3396	BT 23_24-35209	26594272-BT 23_24-35209	Indooroopilly interchange	1		4280008
111-3396	BT 23_24-35209	26594273-BT 23_24-35209	Roma Street station	0		1110008
345-3396	BT 23_24-35209	26594274-BT 23_24-35209	Aspley Hypermarket	1		3450009
140-3396	BT 23_24-35209	26594275-BT 23_24-35209	Queen Street station	0		1400016
340-3396	BT 23_24-35209	26594276-BT 23_24-35209	Carseldine station	1		3400009
390-3396	BT 23_24-35209	26594277-BT 23_24-35209	Brookside Shopping Centre	1		3900008
333-3396	BT 23_24-35209	26594278-BT 23_24-35209	Cultural Centre station	0		3330018
61-3396	BT 23_24-35209	26594279-BT 23_24-35209	Ashgrove Village	1		610018
230-3396	BT 23_24-35209	26594280-BT 23_24-35209	"Balmoral, Apollo Rd"	1		2300011
180-3396	BT 23_24-35209	26594281-BT 23_24-35209	Queen Street station	0		1800002
598-3396	BT 23_24-35209	26594282-BT 23_24-35209	Garden City interchange	1		5980009
475-3396	BT 23_24-35209	26594283-BT 23_24-35209	"Rainworth, Leworthy St"	1		4750014
398-3396	BT 23_24-35209	26594284-BT 23_24-35209	Ferny Grove station	1		3980011
60-3396	BT 23_24-35209	26594285-BT 23_24-35209	Teneriffe Ferry	0		600057
385-3396	BT 23_24-35209	26594286-BT 23_24-35209	Cultural Centre station	0		3850017
222-3396	BT 23_24-35209	26594287-BT 23_24-35209	Roma Street station	0		2220003
199-3396	BT 23_24-35209	26594288-BT 23_24-35209	West End Ferry	1		1990021
61-3396	BT 23_24-35209	26594289-BT 23_24-35209	Coorparoo Junction	0		610016
120-3396	BT 23_24-35209	26594290-BT 23_24-35209	Garden City interchange	1		1200007
196-3396	BT 23_24-35209	26594291-BT 23_24-35209	"New Farm, Mountford Rd"	0		1960035
130-3396	BT 23_24-35209	26594292-BT 23_24-35209	Stretton - Gowan Rd	1		1300012
185-3396	BT 23_24-35209	26594293-BT 23_24-35209	Garden City interchange	1		1850006
369-3396	BT 23_24-35209	26594294-BT 23_24-35209	Mitchelton station	1		3690003
170-3396	BT 23_24-35209	26594295-BT 23_24-35209	Queen Street station	0		1700002
220-3396	BT 23_24-35209	26594296-BT 23_24-35209	Queen Street station	0		2200001
130-3396	BT 23_24-35209	26594297-BT 23_24-35209	Queen Street station	0		1300006
330-3396	BT 23_24-35209	26594298-BT 23_24-35209	"Bracken Ridge, Barrett St"	1		3300024
310-3396	BT 23_24-35209	26594299-BT 23_24-35209	"Brighton, Hornibrook Hwy"	1		3100018
111-3396	BT 23_24-35209	26594300-BT 23_24-35209	Eight Mile Plains station	1		1110007
199-3396	BT 23_24-35209	26594301-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
202-3396	BT 23_24-35209	26594302-BT 23_24-35209	Carindale interchange	1		2020021
202-3396	BT 23_24-35209	26594303-BT 23_24-35209	"City, Eagle St at Riverside"	0		2020020
444-3396	BT 23_24-35209	26594304-BT 23_24-35209	"Moggill, Moggill Rd"	1		4440023
169-3396	BT 23_24-35209	26594305-BT 23_24-35209	Eight Mile Plains - UQ loop	0		1690007
390-3396	BT 23_24-35209	26594306-BT 23_24-35209	"City, Queen St"	0		3900012
235-3396	BT 23_24-35209	26594307-BT 23_24-35209	"Fortitude Valley, Brunswick St"	0		2350018
433-3396	BT 23_24-35209	26594308-BT 23_24-35209	"Kenmore, Kilkivan Ave"	1		4330025
180-3396	BT 23_24-35209	26594309-BT 23_24-35209	Garden City interchange	1		1800003
135-3396	BT 23_24-35209	26594310-BT 23_24-35209	"Parkinson, Algester Rd"	1		1350011
135-3396	BT 23_24-35209	26594311-BT 23_24-35209	Queen Street station	0		1350012
227-3396	BT 23_24-35209	26594312-BT 23_24-35209	"City, Edward St"	0		2270003
150-3396	BT 23_24-35209	26594313-BT 23_24-35209	Queen Street station	0		1500016
175-3396	BT 23_24-35209	26594314-BT 23_24-35209	"Fortitude Valley, Warner St"	0		1750008
174-3396	BT 23_24-35209	26594315-BT 23_24-35209	Garden City interchange	1		1740012
330-3396	BT 23_24-35209	26594316-BT 23_24-35209	Cultural Centre station	0		3300027
450-3396	BT 23_24-35209	26594317-BT 23_24-35209	Riverhills West	1		4500027
66-3396	BT 23_24-35209	26594318-BT 23_24-35209	RBWH-UQ loop	0		660013
60-3396	BT 23_24-35209	26594319-BT 23_24-35209	West End Ferry	1		600056
415-3396	BT 23_24-35209	26594320-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4150010
306-3396	BT 23_24-35209	26594321-BT 23_24-35209	"Nudgee, Queens Rd"	1		3060059
412-3396	BT 23_24-35209	26594322-BT 23_24-35209	St Lucia South	1		4120002
381-3396	BT 23_24-35209	26594323-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		3810011
200-3396	BT 23_24-35209	26594324-BT 23_24-35209	Queen Street station	0		2000004
215-3396	BT 23_24-35209	26594325-BT 23_24-35209	Carindale interchange	1		2150014
325-3396	BT 23_24-35209	26594326-BT 23_24-35209	Boondall station	1		3250005
412-3396	BT 23_24-35209	26594327-BT 23_24-35209	"City, Roma St"	0		4120001
333-3396	BT 23_24-35209	26594328-BT 23_24-35209	Chermside Interchange	1		3330020
140-3396	BT 23_24-35209	26594329-BT 23_24-35209	Browns Plains station	1		1400009
120-3396	BT 23_24-35209	26594330-BT 23_24-35209	Queen Street station	0		1200005
444-3396	BT 23_24-35209	26594331-BT 23_24-35209	Queensland Theatre	0		4440024
362-3396	BT 23_24-35209	26594332-BT 23_24-35209	Brookside Shopping Centre	0		3620011
345-3396	BT 23_24-35209	26594333-BT 23_24-35209	Cultural Centre station	0		3450012
435-3396	BT 23_24-35209	26594334-BT 23_24-35209	Indooroopilly Interchange	0		4350018
385-3396	BT 23_24-35209	26594335-BT 23_24-35209	The Gap park 'n' ride	1		3850018
199-3396	BT 23_24-35209	26594336-BT 23_24-35209	West End Ferry	1		1990021
200-3396	BT 23_24-35209	26594337-BT 23_24-35209	"Carindale Heights, Cribb Rd E"	1		2000021
116-3396	BT 23_24-35209	26594338-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		1160025
110-3396	BT 23_24-35209	26594339-BT 23_24-35209	Queen Street station	0		1100003
227-3396	BT 23_24-35209	26594340-BT 23_24-35209	Wynnum Plaza	1		2270004
196-3396	BT 23_24-35209	26594341-BT 23_24-35209	Fairfield Gardens	1		1960034
100-3396	BT 23_24-35209	26594342-BT 23_24-35209	Forest Lake Village	1		1000010
100-3396	BT 23_24-35209	26594343-BT 23_24-35209	Queen Street station	0		1000009
150-3396	BT 23_24-35209	26594344-BT 23_24-35209	Browns Plains station	1		1500001
369-3396	BT 23_24-35209	26594345-BT 23_24-35209	Toombul Interchange	0		3690001
222-3396	BT 23_24-35209	26594346-BT 23_24-35209	Carindale interchange	1		2220002
320-3396	BT 23_24-35209	26594347-BT 23_24-35209	"City, Edward St"	0		3200003
61-3396	BT 23_24-35209	26594348-BT 23_24-35209	Ashgrove Village	1		610018
340-3396	BT 23_24-35209	26594349-BT 23_24-35209	Woolloongabba station	0		3400007
450-3396	BT 23_24-35209	26594350-BT 23_24-35209	Queen Street station	0		4500024
111-3396	BT 23_24-35209	26594351-BT 23_24-35209	Roma Street station	0		1110008
345-3396	BT 23_24-35209	26594352-BT 23_24-35209	Aspley Hypermarket	1		3450009
140-3396	BT 23_24-35209	26594353-BT 23_24-35209	Queen Street station	0		1400016
204-3396	BT 23_24-35209	26594354-BT 23_24-35209	"Fortitude Valley, Warner St"	0		2040628
340-3396	BT 23_24-35209	26594355-BT 23_24-35209	Carseldine station	1		3400009
60-3396	BT 23_24-35209	26594356-BT 23_24-35209	Teneriffe Ferry	0		600057
333-3396	BT 23_24-35209	26594357-BT 23_24-35209	Cultural Centre station	0		3330018
370-3396	BT 23_24-35209	26594358-BT 23_24-35209	Chermside Interchange	1		3700011
359-3396	BT 23_24-35209	26594359-BT 23_24-35209	"Eatonvale, Queen Elizabeth Dr"	1		3590010
199-3396	BT 23_24-35209	26594360-BT 23_24-35209	"Teneriffe, Commercial Rd"	0		1990020
180-3396	BT 23_24-35209	26594361-BT 23_24-35209	Queen Street station	0		1800002
359-3396	BT 23_24-35209	26594362-BT 23_24-35209	"City, Queen St"	0		3590013
375-3396	BT 23_24-35209	26594363-BT 23_24-35209	Bardon	0		3750013
375-3396	BT 23_24-35209	26594364-BT 23_24-35209	Stafford City	1		3750011
306-3396	BT 23_24-35209	26594365-BT 23_24-35209	Cultural Centre station	0		3060060
460-3396	BT 23_24-35209	26594366-BT 23_24-35209	Queen Street station	0		4600034
411-3396	BT 23_24-35209	26594367-BT 23_24-35209	University of Queensland	1		4110038
411-3396	BT 23_24-35209	26594368-BT 23_24-35209	"Spring Hill, Wickham Tce"	0		4110041
222-3396	BT 23_24-35209	26594369-BT 23_24-35209	Roma Street station	0		2220003
385-3396	BT 23_24-35209	26594370-BT 23_24-35209	Cultural Centre station	0		3850017
