,o_lat,o_lon,frequency,Median_age_persons,Med_mort_repaymnt_monthly,Median_rent_weekly,Med_tot_hh_incom_weekly,Average_household_size,quantity_class
2332,-27.509681,153.047592,66.0,33.0,1806.0,355.0,2200.0,2.4,Very Low
2333,-27.508681,153.04386,79.0,33.0,1592.0,350.0,1721.0,2.2,Low
2334,-27.512637,153.032273,127.0,33.0,1600.0,345.0,1411.0,2.0,Medium
2335,-27.502981,153.047834,78.0,30.0,2394.0,360.0,1721.0,2.2,Low
2336,-27.38551,153.050629,87.0,35.0,2300.0,476.0,2659.0,2.8,Medium
2337,-27.507392,153.018987,73.0,34.0,2500.0,450.0,2741.0,2.8,Low
2338,-27.511966,153.021806,124.0,34.0,2500.0,450.0,2741.0,2.8,Medium
2339,-27.503876,153.025895,577.0,32.0,1769.0,330.0,2006.0,2.2,Very Low
2340,-27.423563,153.062359,204.0,39.0,3683.0,678.0,4726.0,3.1,Medium
2341,-27.378935,153.086914,66.0,37.0,2065.0,465.0,2125.0,3.0,Very Low
2342,-27.303585,153.061512,27.0,43.0,1733.0,420.0,2196.0,2.5,Very Low
2343,-27.302057,153.054674,21.0,40.0,2167.0,423.0,2233.0,2.8,Very Low
2344,-27.30066,153.04603,105.0,39.0,1923.0,365.0,2050.0,2.7,Very Low
2345,-27.40998,152.944555,38.0,40.0,1825.0,415.0,1657.0,2.5,Low
2346,-27.410454,152.946636,38.0,38.0,1674.0,415.0,1779.0,2.5,Very Low
2347,-27.411904,152.947552,36.0,33.0,1974.0,385.0,1761.0,2.9,Very Low
2348,-27.412034,152.947954,38.0,38.0,1674.0,415.0,1779.0,2.5,Low
2349,-27.41305,152.949729,36.0,33.0,1974.0,385.0,1761.0,2.9,Very Low
2350,-27.413156,152.950369,38.0,38.0,1674.0,415.0,1779.0,2.5,Low
2351,-27.414453,152.952198,36.0,33.0,1974.0,385.0,1761.0,2.9,Very Low
2352,-27.414311,152.952412,38.0,38.0,1674.0,415.0,1779.0,2.5,Low
2353,-27.411849,152.944985,38.0,40.0,1825.0,415.0,1657.0,2.5,Low
2354,-27.410859,152.944743,36.0,33.0,1974.0,385.0,1761.0,2.9,Low
2355,-27.412627,152.956077,38.0,36.0,2000.0,350.0,1589.0,2.7,Low
2356,-27.413164,152.9561,36.0,35.0,1820.0,338.0,1513.0,2.5,Very Low
2357,-27.410512,152.956231,38.0,36.0,2000.0,350.0,1589.0,2.7,Very Low
2358,-27.410186,152.956302,36.0,35.0,1820.0,338.0,1513.0,2.5,Low
2359,-27.409747,152.958479,36.0,35.0,1820.0,338.0,1513.0,2.5,Medium
2360,-27.409587,152.95851,38.0,33.0,1733.0,191.0,1474.0,2.4,Low
2361,-27.411151,152.959391,36.0,35.0,1820.0,338.0,1513.0,2.5,Very Low
2362,-27.411166,152.959528,38.0,33.0,1733.0,191.0,1474.0,2.4,Very Low
2363,-27.412461,152.960932,36.0,35.0,1820.0,338.0,1513.0,2.5,Very Low
2364,-27.412582,152.961211,38.0,33.0,1733.0,191.0,1474.0,2.4,Very Low
2365,-27.411613,152.963368,77.0,35.0,1895.0,380.0,1718.0,2.4,Low
2366,-27.411735,152.96346,46.0,37.0,1997.0,445.0,2916.0,3.1,Very Low
2367,-27.410766,152.965224,77.0,35.0,1895.0,380.0,1718.0,2.4,Very Low
2368,-27.41133,152.964593,85.0,37.0,1997.0,445.0,2916.0,3.1,Medium
2369,-27.409882,152.966857,77.0,76.0,2232.0,433.0,883.0,1.9,Low
2370,-27.41016,152.967558,85.0,37.0,1997.0,445.0,2916.0,3.1,Low
2371,-27.444977,152.934488,460.0,44.0,2188.0,560.0,2750.0,2.8,High
2372,-27.445005,152.934919,473.0,47.0,1992.0,440.0,2170.0,2.6,Very Low
2373,-27.444426,152.936299,173.0,43.0,2178.0,520.0,1821.0,2.7,Low
2374,-27.444434,152.936659,143.0,47.0,1992.0,440.0,2170.0,2.6,Very Low
2375,-27.43802,152.93482,142.0,39.0,2171.0,478.0,2678.0,3.1,High
2376,-27.437948,152.934949,172.0,37.0,2404.0,450.0,2344.0,2.8,Low
2377,-27.435815,152.935599,133.0,40.0,2094.0,480.0,2449.0,2.7,High
2378,-27.436366,152.936885,142.0,40.0,2094.0,480.0,2449.0,2.7,Medium
2379,-27.436577,152.936991,172.0,37.0,2404.0,450.0,2344.0,2.8,Very Low
2380,-27.443017,152.93445,142.0,44.0,2188.0,560.0,2750.0,2.8,Medium
2381,-27.442976,152.934651,172.0,43.0,2178.0,520.0,1821.0,2.7,Very Low
2382,-27.43591,152.941779,142.0,38.0,1950.0,395.0,1843.0,2.5,High
2383,-27.435847,152.939572,133.0,40.0,2094.0,480.0,2449.0,2.7,High
2384,-27.438761,152.943526,210.0,37.0,2404.0,450.0,2344.0,2.8,Low
2385,-27.440263,152.943869,178.0,41.0,1950.0,430.0,2261.0,2.7,High
2386,-27.404628,153.017849,256.0,38.0,2359.0,430.0,2281.0,2.5,Medium
2387,-27.397151,153.019333,233.0,72.0,2167.0,440.0,1517.0,2.3,Medium
2388,-27.391507,153.020432,233.0,35.0,1992.0,443.0,2218.0,2.8,High
2389,-27.391439,153.020753,229.0,67.0,0.0,0.0,0.0,0.0,High
2390,-27.397155,153.019641,229.0,38.0,2200.0,450.0,2812.0,2.7,High
2391,-27.403987,153.018284,229.0,37.0,2500.0,141.0,1424.0,2.4,High
2392,-27.400624,153.031332,1252.0,32.0,2500.0,390.0,2457.0,2.9,High
2393,-27.393012,153.030887,267.0,34.0,1517.0,360.0,1303.0,1.8,Medium
2394,-27.390392,153.031273,267.0,34.0,1517.0,360.0,1303.0,1.8,Low
2395,-27.390316,153.03162,263.0,34.0,1600.0,350.0,1285.0,1.7,High
2396,-27.394001,153.031059,247.0,36.0,2482.0,443.0,2387.0,2.6,High
2397,-27.403548,153.031897,247.0,34.0,2400.0,315.0,2528.0,2.6,High
2398,-27.399078,153.02549,69.0,35.0,2390.0,400.0,2630.0,2.6,Low
2399,-27.398931,153.02525,71.0,30.0,1647.0,395.0,1818.0,2.0,Low
2400,-27.39764,153.02509,69.0,38.0,2200.0,450.0,2812.0,2.7,Very Low
2401,-27.397461,153.025248,71.0,30.0,1647.0,395.0,1818.0,2.0,Low
2402,-27.39639,153.025327,69.0,38.0,2200.0,450.0,2812.0,2.7,Very Low
2403,-27.396549,153.025421,71.0,30.0,1647.0,395.0,1818.0,2.0,Low
2404,-27.395896,153.02659,69.0,35.0,2308.0,398.0,2112.0,2.5,Very Low
2405,-27.395811,153.026729,71.0,35.0,2308.0,398.0,2112.0,2.5,Very Low
2406,-27.394815,153.026796,69.0,35.0,2308.0,398.0,2112.0,2.5,Very Low
2407,-27.394778,153.026926,71.0,35.0,2308.0,398.0,2112.0,2.5,Low
2408,-27.39336,153.027197,71.0,35.0,2308.0,398.0,2112.0,2.5,Medium
2409,-27.393099,153.027124,69.0,35.0,2308.0,398.0,2112.0,2.5,Very Low
2410,-27.392936,153.023978,86.0,38.0,2200.0,450.0,2812.0,2.7,Low
2411,-27.392337,153.017985,86.0,72.0,2167.0,440.0,1517.0,2.3,Low
2412,-27.392396,153.019753,82.0,35.0,1992.0,443.0,2218.0,2.8,Low
2413,-27.392526,153.023744,82.0,67.0,0.0,0.0,0.0,0.0,Low
2414,-27.392097,153.024971,69.0,34.0,1300.0,350.0,1434.0,1.9,Low
2415,-27.392035,153.02511,71.0,34.0,1300.0,350.0,1434.0,1.9,Low
2416,-27.390993,153.025222,69.0,34.0,1300.0,350.0,1434.0,1.9,Very Low
2417,-27.390529,153.025385,71.0,34.0,1300.0,350.0,1434.0,1.9,Low
2418,-27.389042,153.025351,151.0,34.0,1300.0,350.0,1434.0,1.9,Medium
2419,-27.389057,153.025921,157.0,34.0,1300.0,350.0,1434.0,1.9,Medium
2420,-27.400706,153.020338,23.0,37.0,2500.0,141.0,1424.0,2.4,Low
2421,-27.400853,153.022046,27.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2422,-27.401029,153.022472,71.0,35.0,2490.0,475.0,3079.0,3.1,Medium
2423,-27.401187,153.02419,69.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2424,-27.400284,153.025245,27.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2425,-27.400284,153.025427,23.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2426,-27.401279,153.022205,42.0,37.0,2500.0,141.0,1424.0,2.4,Very Low
2427,-27.403265,153.021922,48.0,35.0,2490.0,475.0,3079.0,3.1,Low
2428,-27.403128,153.021825,42.0,37.0,2500.0,141.0,1424.0,2.4,Very Low
2429,-27.403953,153.025985,65.0,39.0,2600.0,485.0,3031.0,2.9,Very Low
2430,-27.403864,153.025879,75.0,35.0,2490.0,475.0,3079.0,3.1,Medium
2431,-27.40156,153.025891,48.0,35.0,2490.0,475.0,3079.0,3.1,Low
2432,-27.401488,153.026132,42.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2433,-27.400184,153.026594,42.0,35.0,2390.0,400.0,2630.0,2.6,Very Low
2434,-27.400115,153.02673,48.0,32.0,2500.0,390.0,2457.0,2.9,Very Low
2435,-27.403439,153.02816,48.0,32.0,2500.0,390.0,2457.0,2.9,Medium
2436,-27.404148,153.017521,42.0,36.0,2167.0,450.0,2187.0,2.4,Medium
2437,-27.404211,153.017192,38.0,38.0,2359.0,430.0,2281.0,2.5,Very Low
2438,-27.389386,153.028896,69.0,34.0,1400.0,340.0,1266.0,1.7,Very Low
2439,-27.389499,153.028925,71.0,34.0,1517.0,360.0,1303.0,1.8,Very Low
2440,-27.389763,153.030726,71.0,34.0,1517.0,360.0,1303.0,1.8,Very Low
2441,-27.385564,153.031283,304.0,47.0,1700.0,380.0,1568.0,1.6,High
2442,-27.385092,153.030434,66.0,33.0,1554.0,340.0,1312.0,2.0,Low
2443,-27.383362,153.02997,589.0,84.0,557.0,137.0,732.0,1.3,High
2444,-27.375973,153.026659,184.0,34.0,1842.0,418.0,2016.0,2.9,Medium
2445,-27.375765,153.026869,178.0,65.0,0.0,0.0,250.0,0.0,Low
2446,-27.383079,153.030287,557.0,47.0,1700.0,380.0,1568.0,1.6,High
2447,-27.386357,153.031171,1609.0,31.0,1700.0,380.0,1433.0,1.8,High
2448,-27.385597,153.03152,462.0,47.0,1700.0,380.0,1568.0,1.6,High
2449,-27.385185,153.025463,729.0,67.0,0.0,0.0,0.0,0.0,High
2450,-27.385086,153.025662,729.0,29.0,1842.0,410.0,1817.0,2.2,High
2451,-27.385725,153.03165,873.0,47.0,1700.0,380.0,1568.0,1.6,High
2452,-27.388521,153.021291,229.0,67.0,0.0,0.0,0.0,0.0,High
2453,-27.387973,153.021079,233.0,35.0,1992.0,443.0,2218.0,2.8,Medium
2454,-27.384187,153.018839,96.0,36.0,2058.0,450.0,2079.0,2.8,Medium
2455,-27.384076,153.018962,96.0,43.0,2109.0,450.0,1792.0,2.5,Low
2456,-27.383787,153.016143,96.0,36.0,2058.0,450.0,2079.0,2.8,High
2457,-27.383637,153.015997,96.0,0.0,0.0,0.0,0.0,0.0,High
2458,-27.385697,153.031495,253.0,47.0,1700.0,380.0,1568.0,1.6,High
2459,-27.385672,153.031333,223.0,47.0,1700.0,380.0,1568.0,1.6,High
2460,-27.380987,153.022465,444.0,43.0,2109.0,450.0,1792.0,2.5,Medium
2461,-27.381183,153.022661,440.0,40.0,1632.0,410.0,1819.0,2.2,High
2462,-27.327806,152.963292,51.0,34.0,1733.0,405.0,1781.0,2.7,Low
2463,-27.327773,152.963905,51.0,34.0,1733.0,405.0,1781.0,2.7,Very Low
2464,-27.35703,153.064419,24.0,45.0,2000.0,380.0,2088.0,2.8,Low
2465,-27.357385,153.069422,24.0,36.0,1696.0,425.0,1823.0,2.6,Low
2466,-27.356591,153.073104,24.0,36.0,1696.0,425.0,1823.0,2.6,Low
2467,-27.375412,153.023355,444.0,39.0,2044.0,505.0,2316.0,3.0,Low
2468,-27.376597,153.023464,440.0,40.0,1632.0,410.0,1819.0,2.2,High
2469,-27.377404,153.023328,20.0,40.0,1632.0,410.0,1819.0,2.2,Very Low
2470,-27.377832,153.022949,20.0,40.0,2167.0,450.0,2281.0,2.9,Very Low
2471,-27.379287,153.02301,20.0,40.0,1632.0,410.0,1819.0,2.2,Very Low
2472,-27.378678,153.022888,20.0,40.0,2167.0,450.0,2281.0,2.9,Very Low
2473,-27.351034,153.065915,24.0,45.0,2000.0,380.0,2088.0,2.8,Low
2474,-27.354202,153.070153,24.0,46.0,1800.0,448.0,1795.0,2.2,Low
2475,-27.354627,153.067713,24.0,36.0,1696.0,425.0,1823.0,2.6,Low
2476,-27.385601,153.031649,1235.0,47.0,1700.0,380.0,1568.0,1.6,Medium
2477,-27.385876,153.031644,82.0,47.0,1700.0,380.0,1568.0,1.6,Medium
2478,-27.373247,153.014588,33.0,43.0,2400.0,500.0,2678.0,3.0,Very Low
2479,-27.376556,153.014115,522.0,38.0,2181.0,463.0,2194.0,2.7,High
2480,-27.37651,153.01398,532.0,41.0,2379.0,703.0,2416.0,3.0,Low
2481,-27.3792,153.01347,532.0,41.0,2379.0,703.0,2416.0,3.0,Medium
2482,-27.379851,153.013489,522.0,38.0,1950.0,520.0,2250.0,2.9,High
2483,-27.381877,153.013278,33.0,36.0,1915.0,405.0,2013.0,2.6,Medium
2484,-27.380967,153.013134,33.0,39.0,2076.0,490.0,2013.0,2.5,Medium
2485,-27.383189,153.012181,115.0,36.0,2095.0,445.0,2227.0,2.6,Low
2486,-27.383237,153.013339,96.0,36.0,1915.0,405.0,2013.0,2.6,Medium
2487,-27.383837,153.0126,551.0,36.0,2095.0,445.0,2227.0,2.6,Medium
2488,-27.38293,153.011322,121.0,39.0,2076.0,490.0,2013.0,2.5,Very Low
2489,-27.386085,153.031615,425.0,31.0,1700.0,380.0,1433.0,1.8,High
2490,-27.383873,153.012899,547.0,36.0,1915.0,405.0,2013.0,2.6,High
2491,-27.387291,153.012076,58.0,36.0,1915.0,405.0,2013.0,2.6,Low
2492,-27.387058,153.011977,52.0,35.0,2000.0,410.0,2238.0,2.6,Very Low
2493,-27.385881,153.031671,316.0,47.0,1700.0,380.0,1568.0,1.6,High
2494,-27.382858,153.010005,115.0,36.0,2095.0,445.0,2227.0,2.6,Low
2495,-27.36313,153.012743,639.0,0.0,0.0,0.0,0.0,0.0,Very Low
2496,-27.36354,153.012913,90.0,75.0,1350.0,453.0,794.0,1.5,Medium
2497,-27.379565,152.989519,73.0,44.0,2102.0,513.0,2594.0,2.9,Medium
2498,-27.389017,152.996924,198.0,35.0,2205.0,338.0,2643.0,3.1,Low
2499,-27.389054,152.998097,194.0,39.0,2058.0,500.0,2457.0,2.8,Medium
2500,-27.388534,152.993802,185.0,35.0,2205.0,338.0,2643.0,3.1,Very Low
2501,-27.387717,152.989639,155.0,33.0,2340.0,263.0,2349.0,2.8,Medium
2502,-27.387995,152.990224,159.0,35.0,2205.0,338.0,2643.0,3.1,High
2503,-27.375038,152.980573,120.0,41.0,2383.0,525.0,2874.0,2.9,Very Low
2504,-27.387346,152.99191,185.0,33.0,2340.0,263.0,2349.0,2.8,Medium
2505,-27.38481,152.992747,185.0,47.0,2287.0,495.0,2166.0,2.6,Medium
2506,-27.384707,152.994959,185.0,47.0,2287.0,495.0,2166.0,2.6,Medium
2507,-27.386999,152.995799,185.0,39.0,2058.0,500.0,2457.0,2.8,Medium
2508,-27.389352,153.000002,94.0,40.0,2055.0,528.0,2612.0,2.9,Medium
2509,-27.389515,153.000103,91.0,47.0,2000.0,500.0,2274.0,2.7,Very Low
2510,-27.373115,153.014755,33.0,43.0,2300.0,450.0,2170.0,2.7,Low
2511,-27.371189,153.014969,532.0,43.0,2400.0,500.0,2678.0,3.0,Low
2512,-27.370401,153.015259,522.0,39.0,2000.0,455.0,2096.0,2.9,High
2513,-27.369319,153.015315,75.0,44.0,1857.0,350.0,1430.0,2.3,Very Low
2514,-27.368698,153.015575,81.0,39.0,2000.0,455.0,2096.0,2.9,Very Low
2515,-27.366698,153.015801,75.0,44.0,1857.0,350.0,1430.0,2.3,Very Low
2516,-27.365689,153.015993,75.0,44.0,1857.0,350.0,1430.0,2.3,Very Low
2517,-27.365502,153.016145,81.0,32.0,2058.0,460.0,2296.0,2.8,Low
2518,-27.355538,153.015261,48.0,47.0,1724.0,395.0,1491.0,2.2,Very Low
2519,-27.355534,153.013387,528.0,47.0,1724.0,395.0,1491.0,2.2,High
2520,-27.355654,153.013335,529.0,44.0,2055.0,416.0,2047.0,2.4,Medium
2521,-27.354357,153.004789,457.0,46.0,2232.0,513.0,2466.0,2.7,Low
2522,-27.354228,153.004792,450.0,42.0,2167.0,533.0,2113.0,2.7,High
2523,-27.352397,152.99174,232.0,33.0,2496.0,575.0,2852.0,3.2,Low
2524,-27.355653,152.993855,153.0,34.0,2605.0,555.0,3203.0,3.1,Medium
2525,-27.355687,152.993504,127.0,29.0,1956.0,472.0,1968.0,2.0,Low
2526,-27.375915,152.989324,145.0,42.0,2277.0,510.0,2267.0,3.0,Low
2527,-27.37639,152.989559,153.0,44.0,2102.0,513.0,2594.0,2.9,High
2528,-27.383295,152.987233,226.0,36.0,2167.0,533.0,2457.0,2.9,High
2529,-27.383419,152.986577,218.0,36.0,2167.0,533.0,2457.0,2.9,Medium
2530,-27.352161,153.009254,60.0,47.0,2173.0,603.0,2333.0,2.8,Very Low
2531,-27.352389,153.01083,60.0,43.0,2181.0,480.0,1949.0,2.6,Very Low
2532,-27.353128,153.012687,60.0,43.0,2181.0,480.0,1949.0,2.6,Very Low
2533,-27.345708,153.010489,450.0,86.0,557.0,122.0,588.0,1.2,High
2534,-27.345462,153.009779,457.0,47.0,1828.0,453.0,1357.0,2.2,High
2535,-27.346311,153.005301,457.0,47.0,2102.0,440.0,2432.0,2.8,Low
2536,-27.347123,153.005275,450.0,42.0,2167.0,533.0,2113.0,2.7,High
2537,-27.346683,153.01719,457.0,29.0,1625.0,408.0,2325.0,2.7,Medium
2538,-27.346823,153.017151,450.0,46.0,1990.0,555.0,1946.0,2.6,High
2539,-27.37869,153.030901,30.0,65.0,0.0,0.0,250.0,0.0,Very Low
2540,-27.373095,153.035467,497.0,39.0,1733.0,400.0,1982.0,2.2,Medium
2541,-27.387394,152.985052,239.0,35.0,2205.0,338.0,2643.0,3.1,High
2542,-27.387596,152.984633,227.0,30.0,1930.0,490.0,2260.0,2.4,Medium
2543,-27.443228,152.943281,473.0,43.0,2134.0,600.0,1958.0,2.5,Medium
2544,-27.444036,152.946869,179.0,41.0,1950.0,430.0,2261.0,2.7,Low
2545,-27.444454,152.947529,211.0,38.0,1885.0,455.0,1902.0,2.4,Very Low
2546,-27.444763,152.949188,179.0,41.0,1950.0,430.0,2261.0,2.7,Medium
2547,-27.380284,152.988771,226.0,36.0,1849.0,420.0,2232.0,2.5,High
2548,-27.378612,152.988799,145.0,42.0,2277.0,510.0,2267.0,3.0,Low
2549,-27.444899,152.9525,638.0,41.0,1950.0,430.0,2261.0,2.7,High
2550,-27.445044,152.952509,683.0,38.0,1885.0,455.0,1902.0,2.4,High
2551,-27.443446,152.939938,154.0,43.0,2134.0,600.0,1958.0,2.5,Very Low
2552,-27.44623,152.940677,163.0,43.0,2134.0,600.0,1958.0,2.5,Medium
2553,-27.4491,152.943462,148.0,44.0,2500.0,583.0,2728.0,2.8,Very Low
2554,-27.448761,152.944778,157.0,40.0,2300.0,600.0,2892.0,2.9,Very Low
2555,-27.448719,152.945182,163.0,43.0,2157.0,470.0,2525.0,2.7,Medium
2556,-27.449304,152.946358,148.0,40.0,2300.0,600.0,2892.0,2.9,Very Low
2557,-27.449211,152.946455,154.0,43.0,2157.0,470.0,2525.0,2.7,Medium
2558,-27.45126,152.946411,154.0,44.0,2055.0,556.0,2077.0,2.5,Medium
2559,-27.451073,152.946319,148.0,40.0,2300.0,600.0,2892.0,2.9,Very Low
2560,-27.449187,152.955051,157.0,42.0,2392.0,505.0,2428.0,2.6,Medium
2561,-27.449074,152.954931,163.0,38.0,1885.0,455.0,1902.0,2.4,High
2562,-27.450992,152.954167,154.0,44.0,2055.0,556.0,2077.0,2.5,Medium
2563,-27.45167,152.954163,148.0,43.0,2340.0,450.0,2594.0,2.9,Very Low
2564,-27.448676,152.957547,148.0,42.0,2392.0,505.0,2428.0,2.6,Very Low
2565,-27.448417,152.957756,154.0,41.0,2500.0,525.0,2399.0,2.8,Medium
2566,-27.446326,152.959289,801.0,41.0,2500.0,525.0,2399.0,2.8,High
2567,-27.446525,152.959574,840.0,41.0,2167.0,458.0,2487.0,2.9,High
2568,-27.446377,152.962549,314.0,40.0,2250.0,460.0,2416.0,2.7,High
2569,-27.446472,152.962084,347.0,41.0,2167.0,458.0,2487.0,2.9,Very Low
2570,-27.448185,152.965667,314.0,40.0,2250.0,460.0,2416.0,2.7,Low
2571,-27.449044,152.966089,828.0,39.0,2167.0,503.0,3159.0,3.0,Medium
2572,-27.444997,152.949969,211.0,38.0,1885.0,455.0,1902.0,2.4,High
2573,-27.448493,152.968978,347.0,39.0,2167.0,503.0,3159.0,3.0,Very Low
2574,-27.448456,152.968691,782.0,40.0,2250.0,460.0,2416.0,2.7,High
2575,-27.445973,152.956766,211.0,41.0,2500.0,525.0,2399.0,2.8,Very Low
2576,-27.445838,152.956822,179.0,41.0,2500.0,525.0,2399.0,2.8,Very Low
2577,-27.39441,153.038124,103.0,36.0,2600.0,418.0,2700.0,2.8,Very Low
2578,-27.394574,153.03825,87.0,36.0,2600.0,418.0,2700.0,2.8,Low
2579,-27.394748,153.040395,103.0,36.0,2600.0,418.0,2700.0,2.8,Very Low
2580,-27.395705,153.046706,198.0,38.0,2600.0,458.0,2955.0,2.8,Very Low
2581,-27.44329,152.944763,638.0,41.0,1950.0,430.0,2261.0,2.7,High
2582,-27.396008,153.047755,172.0,41.0,2509.0,480.0,3305.0,2.9,Very Low
2583,-27.395923,153.048173,182.0,38.0,2600.0,458.0,2955.0,2.8,Very Low
2584,-27.395363,153.045998,182.0,38.0,2600.0,458.0,2955.0,2.8,Low
2585,-27.394455,153.045978,172.0,37.0,3067.0,400.0,2799.0,2.9,Low
2586,-27.39286,153.046449,182.0,38.0,2600.0,458.0,2955.0,2.8,Low
2587,-27.392337,153.046422,172.0,39.0,2392.0,475.0,2672.0,2.7,Very Low
2588,-27.390821,153.046829,182.0,37.0,2383.0,470.0,2525.0,2.8,Low
2589,-27.3909,153.046691,172.0,39.0,2392.0,475.0,2672.0,2.7,Very Low
2590,-27.38969,153.042461,116.0,34.0,2300.0,460.0,2646.0,2.9,Medium
2591,-27.390178,153.042244,116.0,37.0,2416.0,395.0,1988.0,2.7,Low
2592,-27.391478,153.04201,116.0,36.0,2600.0,418.0,2700.0,2.8,Low
2593,-27.391677,153.042095,116.0,39.0,2392.0,475.0,2672.0,2.7,Low
2594,-27.392816,153.041761,116.0,36.0,2600.0,418.0,2700.0,2.8,Low
2595,-27.392913,153.041866,116.0,37.0,3067.0,400.0,2799.0,2.9,Medium
2596,-27.394576,153.041561,116.0,37.0,3067.0,400.0,2799.0,2.9,Medium
2597,-27.3927,153.03815,87.0,36.0,2600.0,418.0,2700.0,2.8,Very Low
2598,-27.392628,153.038041,87.0,36.0,2600.0,418.0,2700.0,2.8,Low
2599,-27.390446,153.035996,87.0,34.0,1733.0,370.0,1642.0,2.2,Low
2600,-27.390535,153.035851,87.0,32.0,1900.0,375.0,1398.0,2.2,Very Low
2601,-27.389533,153.033941,158.0,34.0,1733.0,370.0,1642.0,2.2,Medium
2602,-27.389754,153.033783,156.0,32.0,1416.0,355.0,1290.0,1.8,Medium
2603,-27.390272,153.034073,87.0,32.0,1900.0,375.0,1398.0,2.2,Very Low
2604,-27.390724,153.037126,87.0,32.0,1900.0,375.0,1398.0,2.2,Very Low
2605,-27.391111,153.037931,87.0,36.0,2600.0,418.0,2700.0,2.8,Low
2606,-27.506745,153.107567,527.0,63.0,1105.0,520.0,1202.0,1.8,Low
2607,-27.397213,153.040955,203.0,35.0,2759.0,430.0,2859.0,2.9,Low
2608,-27.39739,153.041046,203.0,36.0,2941.0,415.0,3050.0,3.0,Medium
2609,-27.395322,153.041304,203.0,35.0,2759.0,430.0,2859.0,2.9,Medium
2610,-27.404207,153.034694,48.0,34.0,2400.0,315.0,2528.0,2.6,Medium
2611,-27.404022,153.032821,42.0,33.0,1733.0,320.0,1637.0,1.9,Low
2612,-27.399039,153.040615,203.0,36.0,2700.0,445.0,2383.0,2.8,High
2613,-27.398905,153.041218,203.0,36.0,2941.0,415.0,3050.0,3.0,Medium
2614,-27.399294,153.043904,203.0,36.0,2941.0,415.0,3050.0,3.0,Medium
2615,-27.399476,153.04378,203.0,38.0,3033.0,450.0,3558.0,3.0,Low
2616,-27.398651,153.045775,203.0,41.0,2509.0,480.0,3305.0,2.9,Medium
2617,-27.398711,153.045995,203.0,37.0,2400.0,430.0,3058.0,2.8,Very Low
2618,-27.40214,153.048024,116.0,40.0,3000.0,435.0,3321.0,2.9,Medium
2619,-27.40118,153.048054,162.0,38.0,3033.0,450.0,3558.0,3.0,Low
2620,-27.400612,153.048282,172.0,40.0,3000.0,435.0,3321.0,2.9,Medium
2621,-27.399264,153.048372,162.0,37.0,2400.0,430.0,3058.0,2.8,Low
2622,-27.398715,153.048589,172.0,39.0,2750.0,530.0,3303.0,3.0,High
2623,-27.397906,153.048219,203.0,37.0,2400.0,430.0,3058.0,2.8,Low
2624,-27.397943,153.047779,87.0,41.0,2509.0,480.0,3305.0,2.9,Very Low
2625,-27.396815,153.048792,133.0,41.0,2509.0,480.0,3305.0,2.9,Very Low
2626,-27.396657,153.048942,143.0,41.0,2509.0,480.0,3305.0,2.9,Very Low
2627,-27.392673,153.052007,87.0,37.0,2383.0,470.0,2525.0,2.8,Very Low
2628,-27.392846,153.0521,87.0,37.0,2501.0,495.0,3422.0,3.0,Low
2629,-27.363107,153.012559,53.0,0.0,0.0,0.0,0.0,0.0,Medium
2630,-27.36311,153.012681,110.0,0.0,0.0,0.0,0.0,0.0,High
2631,-27.391344,153.052232,87.0,37.0,2383.0,470.0,2525.0,2.8,Low
2632,-27.390858,153.051797,105.0,37.0,2383.0,470.0,2525.0,2.8,Low
2633,-27.391672,153.055981,105.0,37.0,2040.0,435.0,2353.0,2.5,Low
2634,-27.391593,153.056305,83.0,37.0,2200.0,453.0,2549.0,2.7,Low
2635,-27.391534,153.059095,78.0,37.0,2200.0,453.0,2549.0,2.7,Very Low
2636,-27.391878,153.059358,84.0,38.0,2600.0,450.0,3216.0,3.2,Medium
2637,-27.397486,153.059394,153.0,32.0,1418.0,390.0,1653.0,1.7,Medium
2638,-27.397466,153.059114,89.0,36.0,1831.0,344.0,1812.0,2.0,High
2639,-27.39891,153.058925,197.0,34.0,1327.0,350.0,1554.0,1.8,Medium
2640,-27.392147,153.06288,73.0,33.0,1975.0,338.0,1970.0,2.3,Low
2641,-27.391749,153.063223,64.0,41.0,2600.0,395.0,2323.0,2.7,Very Low
2642,-27.394816,153.061964,64.0,36.0,1517.0,330.0,1579.0,1.8,Very Low
2643,-27.395047,153.062007,73.0,36.0,1517.0,330.0,1579.0,1.8,Low
2644,-27.363145,153.012929,457.0,0.0,0.0,0.0,0.0,0.0,High
2645,-27.363192,153.013171,147.0,0.0,0.0,0.0,0.0,0.0,High
2646,-27.397733,153.058805,39.0,36.0,1831.0,344.0,1812.0,2.0,Very Low
2647,-27.397381,153.055399,114.0,34.0,1327.0,350.0,1554.0,1.8,Low
2648,-27.397053,153.054291,127.0,39.0,2726.0,460.0,2656.0,2.7,Low
2649,-27.396993,153.05293,114.0,39.0,2750.0,530.0,3303.0,3.0,Very Low
2650,-27.396305,153.051452,87.0,39.0,2726.0,460.0,2656.0,2.7,Low
