,o_lat,o_lon,frequency,Median_age_persons,Med_mort_repaymnt_monthly,Median_rent_weekly,Med_tot_hh_incom_weekly,Average_household_size,quantity_class
1443,-27.486855,153.079213,187.0,39.0,3000.0,435.0,3143.0,2.9,Medium
1444,-27.486985,153.079261,187.0,33.0,2600.0,550.0,3457.0,3.2,High
1445,-27.390685,152.956714,48.0,35.0,2000.0,430.0,1944.0,2.8,Very Low
1446,-27.498471,153.076717,58.0,35.0,2600.0,533.0,3489.0,3.1,Very Low
1447,-27.498552,153.076551,55.0,35.0,2600.0,533.0,3489.0,3.1,Medium
1448,-27.495785,153.09334,291.0,36.0,1890.0,450.0,2189.0,2.1,High
1449,-27.4956,153.091841,291.0,36.0,1890.0,450.0,2189.0,2.1,Medium
1450,-27.495768,153.089286,1423.0,34.0,1762.0,410.0,1894.0,2.1,High
1451,-27.494886,153.085567,300.0,33.0,2167.0,483.0,2260.0,2.3,High
1452,-27.493278,153.083771,300.0,32.0,2600.0,450.0,3015.0,2.9,High
1453,-27.493233,153.080292,300.0,35.0,2500.0,505.0,2937.0,2.9,High
1454,-27.492811,153.074812,1423.0,34.0,2600.0,490.0,2940.0,2.5,High
1455,-27.491983,153.071932,258.0,35.0,2730.0,470.0,2905.0,2.6,Medium
1456,-27.491573,153.068498,258.0,34.0,2600.0,500.0,2981.0,2.7,Medium
1457,-27.492134,153.065325,738.0,34.0,2500.0,360.0,2437.0,2.4,High
1458,-27.493252,153.061801,313.0,33.0,1625.0,360.0,1681.0,2.0,Medium
1459,-27.492532,153.063334,258.0,34.0,1822.0,360.0,1859.0,2.0,High
1460,-27.493578,153.060644,327.0,33.0,1527.0,390.0,1818.0,1.7,Medium
1461,-27.418937,152.99006,21.0,38.0,1800.0,255.0,1183.0,1.7,Very Low
1462,-27.491798,153.065981,746.0,36.0,2383.0,360.0,2750.0,2.8,High
1463,-27.491445,153.068011,269.0,36.0,2383.0,360.0,2750.0,2.8,Low
1464,-27.491238,153.070532,269.0,35.0,2090.0,395.0,2388.0,2.6,Low
1465,-27.491918,153.072274,269.0,35.0,2090.0,395.0,2388.0,2.6,Low
1466,-27.492507,153.074614,1437.0,35.0,2442.0,353.0,2531.0,2.7,High
1467,-27.492953,153.079632,293.0,36.0,2800.0,473.0,3203.0,3.0,Medium
1468,-27.493026,153.084094,293.0,35.0,2630.0,470.0,3067.0,3.0,Medium
1469,-27.494846,153.085931,293.0,33.0,1800.0,473.0,2296.0,2.2,Low
1470,-27.49562,153.088293,1437.0,33.0,1800.0,473.0,2296.0,2.2,High
1471,-27.495256,153.09162,293.0,40.0,1700.0,355.0,1369.0,1.6,Medium
1472,-27.49897,153.075806,58.0,37.0,3225.0,535.0,4062.0,2.9,Very Low
1473,-27.498432,153.072536,58.0,37.0,3225.0,535.0,4062.0,2.9,Very Low
1474,-27.498136,153.07081,58.0,37.0,3225.0,535.0,4062.0,2.9,Very Low
1475,-27.497231,153.068147,55.0,37.0,3225.0,535.0,4062.0,2.9,High
1476,-27.497275,153.070454,55.0,37.0,3225.0,535.0,4062.0,2.9,Low
1477,-27.497873,153.0735,55.0,37.0,3225.0,535.0,4062.0,2.9,Medium
1478,-27.575642,152.96108,60.0,54.0,0.0,0.0,1624.0,1.0,Very Low
1479,-27.575507,152.961169,60.0,54.0,0.0,0.0,1624.0,1.0,Very Low
1480,-27.478411,153.096246,116.0,35.0,4000.0,848.0,4542.0,3.3,Medium
1481,-27.478031,153.095876,113.0,41.0,2167.0,480.0,2293.0,2.7,Very Low
1482,-27.487412,153.077998,116.0,39.0,3000.0,580.0,3716.0,3.0,Medium
1483,-27.48719,153.077332,113.0,33.0,2600.0,550.0,3434.0,3.1,Very Low
1484,-27.487012,153.075618,116.0,39.0,3000.0,580.0,3716.0,3.0,Medium
1485,-27.486889,153.07554,113.0,33.0,2600.0,550.0,3434.0,3.1,Low
1486,-27.486464,153.072576,116.0,35.0,2090.0,395.0,2388.0,2.6,Medium
1487,-27.484069,153.064386,113.0,33.0,3033.0,505.0,3461.0,3.0,Low
1488,-27.484272,153.064968,116.0,35.0,3250.0,415.0,3021.0,3.0,Medium
1489,-27.484749,153.06795,116.0,39.0,3000.0,550.0,4031.0,3.0,High
1490,-27.484664,153.068099,113.0,33.0,3033.0,505.0,3461.0,3.0,Low
1491,-27.485028,153.070294,113.0,33.0,2600.0,550.0,3434.0,3.1,Very Low
1492,-27.485155,153.070395,116.0,39.0,3000.0,550.0,4031.0,3.0,High
1493,-27.485688,153.071972,113.0,39.0,3000.0,550.0,4031.0,3.0,Very Low
1494,-27.485817,153.071821,116.0,39.0,3000.0,550.0,4031.0,3.0,Medium
1495,-27.484551,153.077347,71.0,38.0,3422.0,380.0,3387.0,3.0,Medium
1496,-27.483161,153.076146,71.0,38.0,3422.0,380.0,3387.0,3.0,Medium
1497,-27.482615,153.074607,71.0,38.0,3422.0,380.0,3387.0,3.0,Medium
1498,-27.481696,153.073029,71.0,38.0,3422.0,380.0,3387.0,3.0,Medium
1499,-27.476225,153.067041,264.0,33.0,2400.0,500.0,3068.0,2.8,Medium
1500,-27.476379,153.067207,242.0,33.0,2400.0,500.0,3068.0,2.8,High
1501,-27.47776,153.071037,71.0,38.0,2520.0,600.0,3236.0,3.0,Low
1502,-27.47675,153.070336,264.0,38.0,2520.0,600.0,3236.0,3.0,Medium
1503,-27.47825,153.071091,74.0,38.0,2520.0,600.0,3236.0,3.0,Medium
1504,-27.481291,153.073107,74.0,36.0,2809.0,410.0,2833.0,3.0,Very Low
1505,-27.482022,153.074221,74.0,36.0,2809.0,410.0,2833.0,3.0,Very Low
1506,-27.482653,153.075619,74.0,36.0,2809.0,410.0,2833.0,3.0,Very Low
1507,-27.483584,153.077437,74.0,36.0,2809.0,410.0,2833.0,3.0,Very Low
1508,-27.485082,153.077623,74.0,36.0,2809.0,410.0,2833.0,3.0,Very Low
1509,-27.486332,153.077883,71.0,33.0,2600.0,550.0,3434.0,3.1,Low
1510,-27.395085,152.943482,42.0,40.0,1850.0,443.0,1800.0,2.5,Very Low
1511,-27.477496,153.066254,71.0,33.0,2400.0,500.0,3068.0,2.8,Medium
1512,-27.480789,153.064921,71.0,35.0,2600.0,510.0,3291.0,2.8,Very Low
1513,-27.482016,153.065077,242.0,33.0,3033.0,505.0,3461.0,3.0,High
1514,-27.392356,152.94028,60.0,36.0,2050.0,450.0,2432.0,2.8,Low
1515,-27.494186,153.064064,58.0,34.0,1822.0,360.0,1859.0,2.0,Low
1516,-27.494477,153.064101,55.0,36.0,1837.0,360.0,2015.0,2.2,Medium
1517,-27.394902,152.943102,39.0,37.0,2067.0,418.0,2392.0,2.7,Low
1518,-27.483726,153.058331,74.0,35.0,2500.0,450.0,2777.0,2.9,Low
1519,-27.482358,153.064742,264.0,36.0,2620.0,420.0,2916.0,2.7,High
1520,-27.480983,153.064679,74.0,32.0,2158.0,375.0,1812.0,2.4,Medium
1521,-27.478506,153.064333,74.0,32.0,2158.0,375.0,1812.0,2.4,Very Low
1522,-27.483668,153.058566,71.0,35.0,2500.0,450.0,2777.0,2.9,Low
1523,-27.518293,153.102091,12.0,38.0,2341.0,495.0,2659.0,2.8,Medium
1524,-27.477732,153.0657,74.0,32.0,2158.0,375.0,1812.0,2.4,Low
1525,-27.390152,152.961064,63.0,35.0,2000.0,430.0,1944.0,2.8,Very Low
1526,-27.472879,153.07249,190.0,32.0,2000.0,445.0,2233.0,2.2,Medium
1527,-27.472949,153.0726,171.0,31.0,1781.0,410.0,2009.0,2.1,High
1528,-27.47167,153.076338,190.0,31.0,1909.0,435.0,2200.0,2.2,Medium
1529,-27.472946,153.082496,190.0,35.0,2489.0,443.0,2485.0,2.7,Low
1530,-27.474111,153.090483,190.0,35.0,2600.0,440.0,2517.0,2.8,Low
1531,-27.473934,153.08947,171.0,39.0,1950.0,433.0,2928.0,3.0,High
1532,-27.473025,153.082173,171.0,37.0,2809.0,548.0,3031.0,2.9,High
1533,-27.319254,153.022758,56.0,36.0,1848.0,460.0,2250.0,3.1,Medium
1534,-27.471926,153.076993,171.0,33.0,2448.0,473.0,3360.0,2.9,High
1535,-27.393746,152.933414,3.0,38.0,1997.0,465.0,2141.0,2.8,Low
1536,-27.472652,153.059606,351.0,35.0,2191.0,450.0,2733.0,2.4,High
1537,-27.47173,153.060702,354.0,34.0,2474.0,420.0,2694.0,2.5,Medium
1538,-27.47092,153.062404,342.0,34.0,2474.0,420.0,2694.0,2.5,Low
1539,-27.469503,153.063636,122.0,34.0,2474.0,420.0,2694.0,2.5,Medium
1540,-27.471876,153.059121,59.0,34.0,2474.0,420.0,2694.0,2.5,Low
1541,-27.466807,153.064377,122.0,38.0,2245.0,390.0,2262.0,2.2,Low
1542,-27.46862,153.064136,175.0,33.0,2000.0,400.0,2196.0,2.1,High
1543,-27.469526,153.064207,258.0,33.0,2000.0,400.0,2196.0,2.1,High
1544,-27.46983,153.066741,248.0,33.0,2000.0,400.0,2196.0,2.1,Low
1545,-27.470201,153.069358,275.0,33.0,2000.0,400.0,2196.0,2.1,High
1546,-27.468964,153.070104,162.0,33.0,2000.0,400.0,2196.0,2.1,High
1547,-27.467409,153.070371,162.0,36.0,1989.0,365.0,1562.0,1.9,Very Low
1548,-27.467356,153.070525,123.0,32.0,1941.0,390.0,1875.0,2.0,Medium
1549,-27.468534,153.07032,123.0,32.0,1941.0,390.0,1875.0,2.0,Medium
1550,-27.47013,153.069832,590.0,0.0,0.0,0.0,0.0,0.0,High
1551,-27.470103,153.066912,195.0,0.0,0.0,0.0,0.0,0.0,Medium
1552,-27.471088,153.063638,360.0,0.0,0.0,0.0,0.0,0.0,High
1553,-27.473486,153.057394,398.0,33.0,2632.0,430.0,2963.0,2.6,High
1554,-27.474442,153.05517,423.0,51.0,6500.0,635.0,4516.0,2.5,Medium
1555,-27.47508,153.054437,410.0,35.0,3175.0,390.0,3027.0,2.7,High
1556,-27.47586,153.051898,398.0,35.0,3175.0,390.0,3027.0,2.7,High
1557,-27.477965,153.048271,410.0,34.0,1950.0,410.0,2152.0,2.2,High
1558,-27.477078,153.048693,423.0,34.0,1950.0,410.0,2152.0,2.2,Medium
1559,-27.476122,153.050745,411.0,51.0,6500.0,635.0,4516.0,2.5,Very Low
1560,-27.473119,153.057506,411.0,51.0,6500.0,635.0,4516.0,2.5,Medium
1561,-27.472059,153.059043,69.0,43.0,3463.0,550.0,3937.0,2.7,Low
1562,-27.469645,153.058978,69.0,43.0,3463.0,550.0,3937.0,2.7,Low
1563,-27.466944,153.059408,69.0,43.0,3463.0,550.0,3937.0,2.7,Low
1564,-27.553876,152.946229,81.0,45.0,1733.0,600.0,2678.0,3.1,Very Low
1565,-27.520169,152.979035,101.0,40.0,2383.0,480.0,2839.0,2.9,Very Low
1566,-27.520033,152.979108,93.0,37.0,3000.0,505.0,3160.0,3.0,Low
1567,-27.468808,153.070734,96.0,32.0,1941.0,390.0,1875.0,2.0,Medium
1568,-27.467748,153.072483,108.0,32.0,1941.0,390.0,1875.0,2.0,Low
1569,-27.46667,153.074349,96.0,31.0,1733.0,435.0,2058.0,2.1,Medium
1570,-27.466926,153.074564,82.0,33.0,1701.0,400.0,1907.0,1.9,Medium
1571,-27.467983,153.072589,465.0,33.0,1701.0,400.0,1907.0,1.9,Medium
1572,-27.468862,153.0711,453.0,33.0,1701.0,400.0,1907.0,1.9,Medium
1573,-27.467019,153.079149,94.0,33.0,1701.0,400.0,1907.0,1.9,High
1574,-27.46675,153.079115,108.0,35.0,2000.0,450.0,2276.0,2.4,Medium
1575,-27.467549,153.084378,96.0,33.0,2167.0,440.0,2220.0,2.2,Medium
1576,-27.467802,153.085999,108.0,33.0,2167.0,440.0,2220.0,2.2,Low
1577,-27.468464,153.090329,96.0,31.0,1733.0,450.0,1955.0,2.0,Low
1578,-27.469076,153.09437,108.0,31.0,1733.0,450.0,1955.0,2.0,Medium
1579,-27.469236,153.093494,94.0,28.0,1700.0,420.0,1812.0,2.0,Medium
1580,-27.468734,153.090184,82.0,37.0,2928.0,530.0,3571.0,3.0,High
1581,-27.468188,153.086618,94.0,36.0,2600.0,500.0,2833.0,2.9,Medium
1582,-27.467689,153.083389,82.0,39.0,2167.0,450.0,2416.0,2.8,Medium
1583,-27.395262,152.971358,134.0,40.0,2033.0,430.0,2410.0,2.8,Medium
1584,-27.391664,152.974897,71.0,36.0,2090.0,430.0,2360.0,2.8,Medium
1585,-27.472014,153.088438,60.0,37.0,2928.0,530.0,3571.0,3.0,Low
1586,-27.472084,153.08817,59.0,37.0,2928.0,530.0,3571.0,3.0,Low
1587,-27.472635,153.092541,60.0,35.0,2600.0,440.0,2517.0,2.8,Very Low
1588,-27.472749,153.092568,59.0,35.0,2600.0,440.0,2517.0,2.8,Low
1589,-27.474045,153.092845,60.0,36.0,2557.0,438.0,1985.0,2.7,Very Low
1590,-27.47426,153.09268,59.0,35.0,2600.0,440.0,2517.0,2.8,Medium
1591,-27.464058,153.058248,59.0,40.0,4000.0,755.0,4579.0,3.1,Medium
1592,-27.461707,153.057746,59.0,40.0,4000.0,755.0,4579.0,3.1,Very Low
1593,-27.46157,153.05769,59.0,37.0,3467.0,725.0,4741.0,3.2,High
1594,-27.461446,153.055893,59.0,40.0,4000.0,755.0,4579.0,3.1,Very Low
1595,-27.459755,153.054347,59.0,37.0,3467.0,725.0,4741.0,3.2,Very Low
1596,-27.460988,153.054221,59.0,37.0,3467.0,725.0,4741.0,3.2,Low
1597,-27.461256,153.054608,59.0,37.0,3467.0,725.0,4741.0,3.2,Very Low
1598,-27.458602,153.056274,59.0,37.0,3500.0,775.0,5227.0,3.3,Very Low
1599,-27.458564,153.055248,59.0,37.0,3467.0,725.0,4741.0,3.2,Low
1600,-27.459091,153.054809,59.0,37.0,3467.0,725.0,4741.0,3.2,Very Low
1601,-27.457604,153.057163,59.0,37.0,3500.0,775.0,5227.0,3.3,Very Low
1602,-27.458357,153.057133,59.0,36.0,3250.0,608.0,3422.0,2.9,Low
1603,-27.457167,153.057377,59.0,36.0,3250.0,608.0,3422.0,2.9,Low
1604,-27.456261,153.05795,59.0,38.0,2871.0,485.0,2750.0,2.4,Very Low
1605,-27.456372,153.05804,59.0,36.0,3250.0,608.0,3422.0,2.9,Low
1606,-27.455767,153.058465,59.0,38.0,2871.0,485.0,2750.0,2.4,Very Low
1607,-27.45602,153.058542,59.0,38.0,2871.0,485.0,2750.0,2.4,Low
1608,-27.453535,153.058949,59.0,38.0,2871.0,485.0,2750.0,2.4,Very Low
1609,-27.453288,153.059118,59.0,36.0,2383.0,400.0,2105.0,2.3,Medium
1610,-27.451562,153.059328,59.0,36.0,2383.0,400.0,2105.0,2.3,Low
1611,-27.552584,152.946178,126.0,45.0,1733.0,600.0,2678.0,3.1,Low
1612,-27.551874,152.946498,81.0,45.0,1733.0,600.0,2678.0,3.1,Very Low
1613,-27.551086,152.948196,81.0,38.0,2300.0,450.0,2431.0,3.0,Very Low
1614,-27.548104,152.950453,81.0,38.0,2300.0,450.0,2431.0,3.0,Low
1615,-27.452426,153.062582,181.0,35.0,2000.0,460.0,2324.0,2.1,Medium
1616,-27.452295,153.062693,235.0,35.0,2000.0,460.0,2324.0,2.1,High
1617,-27.455322,153.063636,235.0,39.0,3467.0,500.0,3094.0,2.6,High
1618,-27.457728,153.063468,235.0,40.0,3600.0,513.0,3383.0,2.8,High
1619,-27.459479,153.063251,235.0,37.0,2412.0,370.0,1856.0,2.2,High
1620,-27.461301,153.063432,235.0,37.0,2412.0,370.0,1856.0,2.2,High
1621,-27.464421,153.064122,175.0,34.0,1960.0,400.0,2217.0,2.2,High
1622,-27.466278,153.064505,175.0,36.0,2200.0,380.0,2189.0,2.1,High
1623,-27.464779,153.064057,122.0,38.0,2245.0,390.0,2262.0,2.2,Low
1624,-27.461658,153.063368,181.0,36.0,2167.0,460.0,2292.0,2.3,Medium
1625,-27.459241,153.063126,181.0,36.0,2100.0,380.0,2129.0,2.1,Low
1626,-27.457808,153.063307,181.0,36.0,2100.0,380.0,2129.0,2.1,Medium
1627,-27.454848,153.063291,181.0,35.0,2000.0,460.0,2324.0,2.1,Low
1628,-27.45103,153.056651,181.0,43.0,2400.0,550.0,2663.0,2.2,Medium
1629,-27.4509,153.056629,234.0,37.0,4333.0,400.0,3353.0,2.9,High
1630,-27.447707,153.055839,181.0,37.0,3500.0,590.0,3937.0,2.9,Very Low
1631,-27.447793,153.055681,234.0,37.0,4333.0,400.0,3353.0,2.9,Medium
1632,-27.447567,153.054071,234.0,37.0,4333.0,400.0,3353.0,2.9,High
1633,-27.447319,153.053178,181.0,55.0,3762.0,513.0,4083.0,3.0,Low
1634,-27.450577,153.053435,181.0,44.0,1975.0,500.0,2267.0,1.9,Medium
1635,-27.450494,153.053746,234.0,37.0,4333.0,400.0,3353.0,2.9,High
1636,-27.446797,153.056676,59.0,37.0,3500.0,590.0,3937.0,2.9,Low
1637,-27.44675,153.057176,59.0,37.0,3500.0,590.0,3937.0,2.9,Very Low
1638,-27.447062,153.059476,59.0,41.0,2968.0,620.0,3528.0,2.6,Very Low
1639,-27.447137,153.059231,59.0,38.0,3250.0,530.0,3461.0,2.8,Very Low
1640,-27.447378,153.061712,59.0,38.0,3250.0,530.0,3461.0,2.8,Very Low
1641,-27.447446,153.061428,59.0,38.0,3250.0,530.0,3461.0,2.8,Low
1642,-27.448531,153.062908,172.0,38.0,3250.0,530.0,3461.0,2.8,Medium
1643,-27.447817,153.062903,221.0,38.0,3250.0,530.0,3461.0,2.8,Low
1644,-27.446005,153.063246,162.0,38.0,3250.0,530.0,3461.0,2.8,Very Low
1645,-27.444524,153.060725,337.0,41.0,2968.0,620.0,3528.0,2.6,Medium
1646,-27.444282,153.063712,288.0,36.0,3000.0,550.0,3722.0,3.1,High
1647,-27.449233,153.063697,173.0,36.0,3000.0,550.0,3722.0,3.1,Medium
1648,-27.449561,153.064048,221.0,37.0,2500.0,415.0,2285.0,2.1,Low
1649,-27.450006,153.066667,162.0,36.0,2139.0,478.0,2419.0,2.4,Low
1650,-27.449897,153.066805,123.0,36.0,3000.0,550.0,3722.0,3.1,Medium
1651,-27.451146,153.063601,60.0,36.0,2139.0,478.0,2419.0,2.4,Medium
1652,-27.450857,153.063759,69.0,37.0,2500.0,415.0,2285.0,2.1,High
1653,-27.450456,153.070014,123.0,35.0,1993.0,0.0,1074.0,2.3,Medium
1654,-27.452164,153.072154,123.0,35.0,1993.0,0.0,1074.0,2.3,Medium
1655,-27.453263,153.072559,123.0,35.0,1993.0,0.0,1074.0,2.3,High
1656,-27.452197,153.072017,162.0,39.0,2729.0,550.0,3360.0,3.0,Low
1657,-27.45021,153.068464,162.0,39.0,3484.0,650.0,3550.0,2.8,Very Low
1658,-27.454061,153.072197,162.0,39.0,2729.0,550.0,3360.0,3.0,Very Low
1659,-27.454591,153.07142,113.0,36.0,2763.0,505.0,3250.0,2.9,Medium
1660,-27.455367,153.071106,162.0,36.0,2763.0,505.0,3250.0,2.9,Very Low
1661,-27.456595,153.072026,113.0,36.0,2763.0,505.0,3250.0,2.9,High
1662,-27.456804,153.072075,162.0,36.0,2763.0,505.0,3250.0,2.9,Low
1663,-27.464567,153.070395,60.0,34.0,2100.0,390.0,1982.0,2.0,Medium
1664,-27.46465,153.070253,59.0,34.0,2167.0,445.0,2172.0,2.1,Low
1665,-27.464097,153.067259,60.0,34.0,2100.0,390.0,1982.0,2.0,Medium
1666,-27.464332,153.068091,59.0,34.0,2167.0,445.0,2172.0,2.1,Very Low
1667,-27.464029,153.06608,59.0,34.0,1960.0,400.0,2217.0,2.2,Very Low
1668,-27.463782,153.064429,59.0,34.0,1960.0,400.0,2217.0,2.2,Very Low
1669,-27.463692,153.064565,60.0,34.0,1960.0,400.0,2217.0,2.2,High
1670,-27.465371,153.072728,59.0,31.0,1733.0,435.0,2058.0,2.1,Low
1671,-27.465253,153.072677,60.0,33.0,1902.0,455.0,2256.0,2.2,Very Low
1672,-27.466014,153.076946,59.0,31.0,1733.0,435.0,2058.0,2.1,Medium
1673,-27.465955,153.077286,60.0,30.0,1950.0,460.0,2236.0,2.2,Low
1674,-27.465831,153.070675,162.0,34.0,2167.0,445.0,2172.0,2.1,Very Low
1675,-27.46407,153.071014,162.0,34.0,2100.0,390.0,1982.0,2.0,Low
1676,-27.462617,153.071279,162.0,38.0,2809.0,445.0,3218.0,3.0,Low
1677,-27.460452,153.071695,162.0,37.0,3017.0,540.0,3980.0,3.2,Low
1678,-27.458531,153.07205,162.0,36.0,2763.0,505.0,3250.0,2.9,Low
1679,-27.458296,153.07227,123.0,36.0,2976.0,460.0,2928.0,2.9,High
1680,-27.460528,153.071823,123.0,36.0,2976.0,460.0,2928.0,2.9,High
1681,-27.462724,153.071402,123.0,37.0,2643.0,560.0,3152.0,3.2,High
1682,-27.46548,153.070882,123.0,32.0,1941.0,390.0,1875.0,2.0,High
1683,-27.465492,153.079812,60.0,30.0,1950.0,460.0,2236.0,2.2,Medium
1684,-27.463531,153.081115,60.0,38.0,2526.0,520.0,2680.0,2.6,Low
1685,-27.46151,153.082181,60.0,38.0,2526.0,520.0,2680.0,2.6,Low
1686,-27.462064,153.082089,59.0,35.0,2513.0,360.0,2643.0,2.5,Low
1687,-27.463946,153.081037,59.0,35.0,2513.0,360.0,2643.0,2.5,Low
1688,-27.465916,153.079658,59.0,35.0,2000.0,450.0,2276.0,2.4,Medium
1689,-27.460564,153.084321,60.0,32.0,2134.0,530.0,2697.0,2.6,High
1690,-27.460715,153.08442,59.0,35.0,2513.0,360.0,2643.0,2.5,High
1691,-27.463931,153.086107,60.0,37.0,2282.0,528.0,2527.0,2.8,Low
1692,-27.463958,153.086497,59.0,35.0,2000.0,450.0,2276.0,2.4,Low
1693,-27.463523,153.089352,60.0,32.0,2134.0,530.0,2697.0,2.6,Very Low
1694,-27.463607,153.089173,59.0,35.0,2000.0,450.0,2276.0,2.4,Low
1695,-27.466679,153.089242,60.0,31.0,1733.0,450.0,1955.0,2.0,Low
1696,-27.466565,153.089139,801.0,28.0,1820.0,450.0,1931.0,1.9,Low
1697,-27.436988,153.071922,39.0,38.0,1950.0,380.0,1729.0,2.1,Low
1698,-27.435213,153.076231,39.0,38.0,1950.0,380.0,1729.0,2.1,Very Low
1699,-27.432746,153.083845,54.0,35.0,2000.0,470.0,2104.0,1.8,Very Low
1700,-27.430888,153.090068,54.0,35.0,2000.0,470.0,2104.0,1.8,Very Low
1701,-27.430446,153.091553,54.0,35.0,2000.0,470.0,2104.0,1.8,Very Low
1702,-27.429321,153.095283,234.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1703,-27.430731,153.091619,48.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1704,-27.431476,153.089206,36.0,35.0,2000.0,470.0,2104.0,1.8,Low
1705,-27.432901,153.08449,48.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1706,-27.434197,153.083731,85.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1707,-27.43673,153.073666,36.0,35.0,2000.0,470.0,2104.0,1.8,Very Low
1708,-27.434442,153.086421,83.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1709,-27.398798,152.989641,23.0,41.0,2386.0,490.0,2681.0,2.9,Very Low
1710,-27.428821,153.075518,145.0,57.0,2600.0,530.0,1656.0,1.8,Medium
1711,-27.430909,153.072723,161.0,39.0,1747.0,383.0,2033.0,2.0,Very Low
1712,-27.431264,153.075575,125.0,34.0,1517.0,380.0,1625.0,1.7,Low
1713,-27.430925,153.076988,125.0,34.0,1517.0,380.0,1625.0,1.7,Low
1714,-27.431331,153.077044,109.0,34.0,1517.0,380.0,1625.0,1.7,Medium
1715,-27.431346,153.075349,184.0,34.0,1517.0,380.0,1625.0,1.7,High
1716,-27.431061,153.073061,148.0,39.0,1747.0,383.0,2033.0,2.0,Medium
1717,-27.433818,153.080192,54.0,35.0,2000.0,470.0,2104.0,1.8,Low
1718,-27.434679,153.071164,66.0,37.0,2000.0,350.0,1882.0,1.8,Medium
1719,-27.433263,153.071388,66.0,37.0,1950.0,380.0,1886.0,2.0,Medium
1720,-27.427919,153.072238,125.0,57.0,2600.0,530.0,1656.0,1.8,Low
1721,-27.434168,153.080151,48.0,35.0,2000.0,470.0,2104.0,1.8,Medium
1722,-27.422528,153.073097,125.0,39.0,2914.0,430.0,2928.0,2.7,Low
1723,-27.421002,153.073341,125.0,39.0,2914.0,430.0,2928.0,2.7,Low
1724,-27.418326,153.07425,109.0,36.0,2739.0,700.0,2916.0,2.6,Medium
1725,-27.418952,153.075092,109.0,36.0,2739.0,700.0,2916.0,2.6,Medium
1726,-27.420306,153.073732,109.0,35.0,3000.0,535.0,3055.0,2.9,Medium
1727,-27.422108,153.073327,109.0,35.0,3000.0,535.0,3055.0,2.9,Medium
1728,-27.428151,153.072365,109.0,57.0,2600.0,530.0,1656.0,1.8,Medium
1729,-27.433135,153.071571,72.0,35.0,1700.0,358.0,1816.0,1.9,Very Low
1730,-27.43567,153.071178,72.0,38.0,1950.0,380.0,1729.0,2.1,Very Low
1731,-27.420019,153.068129,41.0,41.0,3467.0,520.0,3571.0,3.0,Very Low
1732,-27.431871,153.070816,139.0,37.0,1950.0,380.0,1886.0,2.0,High
1733,-27.431739,153.070777,158.0,57.0,2600.0,530.0,1656.0,1.8,Low
1734,-27.431503,153.067857,139.0,37.0,1950.0,380.0,1886.0,2.0,Medium
1735,-27.431338,153.067557,158.0,57.0,2600.0,530.0,1656.0,1.8,Low
1736,-27.431011,153.063957,337.0,46.0,2800.0,370.0,2200.0,2.1,High
1737,-27.432872,153.065388,235.0,37.0,1950.0,380.0,1886.0,2.0,High
1738,-27.435692,153.064949,280.0,41.0,2000.0,400.0,1703.0,1.9,High
1739,-27.433614,153.065147,261.0,46.0,2800.0,370.0,2200.0,2.1,High
1740,-27.422585,153.068748,41.0,41.0,3467.0,520.0,3571.0,3.0,Very Low
1741,-27.422536,153.070152,41.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1742,-27.546964,152.941872,367.0,40.0,2000.0,420.0,2135.0,2.6,High
1743,-27.422636,153.070256,41.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1744,-27.420825,153.070466,41.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1745,-27.4207,153.070609,41.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1746,-27.418983,153.070761,41.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1747,-27.41896,153.07221,109.0,47.0,0.0,0.0,0.0,0.0,Medium
1748,-27.418929,153.071028,125.0,39.0,2914.0,430.0,2928.0,2.7,Very Low
1749,-27.418707,153.06937,84.0,41.0,3467.0,520.0,3571.0,3.0,Very Low
1750,-27.41853,153.069,68.0,45.0,3500.0,560.0,2386.0,2.5,Low
1751,-27.418289,153.067191,109.0,45.0,3500.0,560.0,2386.0,2.5,Low
1752,-27.418387,153.06696,125.0,41.0,3467.0,520.0,3571.0,3.0,Very Low
1753,-27.417972,153.064824,109.0,42.0,3300.0,440.0,3650.0,2.7,Low
1754,-27.416433,153.064509,313.0,42.0,3300.0,440.0,3650.0,2.7,Medium
1755,-27.415696,153.064252,353.0,40.0,1717.0,343.0,1666.0,2.0,Very Low
1756,-27.418582,153.064038,228.0,40.0,1717.0,343.0,1666.0,2.0,Very Low
1757,-27.418952,153.0641,204.0,37.0,3000.0,510.0,3525.0,2.8,Medium
1758,-27.420468,153.063732,228.0,46.0,3000.0,500.0,3594.0,2.8,Very Low
1759,-27.420811,153.063797,204.0,37.0,3000.0,510.0,3525.0,2.8,Medium
1760,-27.394826,152.979361,71.0,40.0,1950.0,423.0,2182.0,2.6,Medium
1761,-27.397793,152.98152,71.0,32.0,1863.0,530.0,2349.0,2.4,Medium
